Postaja,Jan,Feb,Mar,Apr,Maj,Jun,Jul,Avg,Sep,Okt,Nov,Dec
lj bežigrad,31,30,35,19,14,14,14,12,16,27,28,29
maribor,39,29,32,25,21,19,18,16,21,31,37,30
celje,44,38,41,24,17,18,15,14,17,28,39,38
ms rakičan,39,30,32,21,14,17,15,12,17,29,38,36
nova gorica,35,22,31,19,14,15,12,12,16,22,23,31
trbovlje,35,32,42,29,18,19,15,13,16,27,37,34
zagorje,39,36,42,25,18,18,17,16,20,28,41,39
hrastnik,28,28,32,19,13,15,14,12,15,22,29,22
koper,31,18,28,19,13,16,14,12,16,17,22,23
iskrba,12,7,17,12,10,11,11,10,13,13,13,6
žerjav,24,23,25,20,16,17,16,15,19,21,22,29
lj biotehniška fakulteta,27,27,34,20,16,18,16,13,18,23,28,26
kranj,32,30,32,17,13,13,12,11,18,23,30,32
novo mesto,40,35,34,20,12,13,14,12,15,24,32,13
velenje,27,25,32,19,13,15,13,12,14,21,25,18
vrbanski plato,29,21,24,17,13,14,15,12,14,20,26,19
vnajnarje,27,22,28,21,17,18,18,15,18,14,14,10
pesje,27,22,31,22,16,21,20,19,20,29,28,19
škale,22,19,23,18,14,15,13,12,14,18,19,14
šoštanj,17,13,17,10,7,10,10,10,12,16,18,17
prapretno,22,20,28,21,16,18,17,14,17,21,23,17
kovk,13,12,21,14,8,12,10,10,11,14,13,7
dobovec,7,8,18,14,9,11,9,7,10,12,11,6
lj center,54,51,51,34,26,28,30,27,31,37,44,45
amp gaji,36,45,43,25,18,21,20,19,20,30,37,37
zelena trava,16,16,23,15,10,13,12,11,11,17,20,13
