Postaja,Jan,Feb,Mar,Apr,Maj,Jun,Jul,Avg,Sep,Okt,Nov,Dec
Ljubljana B.,4.0,4.0,2.0,2.0,1.0,1,1.0,1.0,1.0,2.0,2.0,2
Ljubljana center,6.0,7.0,7.0,6.0,5.0,6,5.0,5.0,4.0,3.0,3.0,5
Celje,12.0,11.0,9.0,6.0,5.0,4,4.0,2.0,4.0,6.0,6.0,7
Trbovlje,3.0,2.0,2.0,5.0,6.0,1,1.0,1.0,2.0,2.0,4.0,10
Hrastnik,9.0,9.0,6.0,1.0,1.0,2,1.0,2.0,6.0,4.0,5.0,8
Zagorje,16.0,12.0,6.0,4.0,8.0,8,5.0,4.0,7.0,7.0,6.0,9
Iskrba,3.9,2.5,1.0,0.6,0.6,1.3,0.8,1.1,0.9,0.9,0.6,/
Vnajnarje,6.0,5.0,4.0,3.0,2.0,2,1.0,2.0,2.0,3.0,2.0,3
Šoštanj,5.0,7.0,7.0,8.0,9.0,3,5.0,8.0,6.0,7.0,9.0,9
Topolšica,2.0,3.0,2.0,2.0,2.0,4,2.0,5.0,2.0,2.0,4.0,4
Veliki Vrh,8.0,7.0,6.0,6.0,4.0,7,7.0,9.0,4.0,3.0,3.0,2
Zavodnje,9.0,7.0,4.0,5.0,9.0,7,5.0,9.0,4.0,4.0,2.0,4
Velenje,3.0,4.0,1.0,1.0,2.0,4,2.0,2.0,1.0,1.0,3.0,3
Graška Gora,2.0,2.0,3.0,1.0,3.0,1,1.0,1.0,1.0,1.0,1.0,3
Pesje,7.0,6.0,5.0,4.0,5.0,5,7.0,10.0,6.0,11.0,6.0,3
Škale,3.0,5.0,2.0,1.0,2.0,5,6.0,8.0,3.0,4.0,4.0,7
Kovk,9.0,14.0,11.0,5.0,3.0,5,7.0,12.0,6.0,6.0,8.0,10
Dobovec,10.0,5.0,3.0,2.0,1.0,1,2.0,8.0,23.0,11.0,4.0,5
Kum,9.0,9.0,12.0,20.0,13.0,7,7.0,5.0,4.0,3.0,3.0,2
Ravenska vas,15.0,15.0,13.0,8.0,6.0,5,7.0,10.0,6.0,7.0,6.0,7
Brestanica-sv.Mohor,10.0,18.0,19.0,15.0,21.0,14*,10.0,15.0,14.0,8.0,11.0,19
