Postaja,Jan,Feb,Mar,Apr,Maj,Jun,Jul,Avg,Sep,Okt,Nov,Dec
Ljubljana B.,4.0,6.0,5.0,3.0,1.0,2.0,2.0,1.0,3.0,4.0,6.0,6.0
Maribor,5.0,4.0,3.0,3.0,2.0,2.0,2.0,3.0,3.0,4.0,4.0,4.0
Celje,7.0,7.0,5.0,3.0,1.0,6.0,6.0,5.0,5.0,5.0,4.0,6.0
Trbovlje,4.0,5.0,7.0,5.0,2.0,2.0,2.0,1.0,2.0,2.0,3.0,5.0
Hrastnik,7.0,6.0,7.0,5.0,3.0,4.0,6.0,5.0,5.0,8.0,7.0,9.0
Zagorje,8.0,6.0,6.0,5.0,5.0,2.0,3.0,3.0,5.0,4.0,7.0,3.0
Murska S.-Rakičan,6.0,5.0,5.0,7.0,3.0,4.0,4.0,7.0,4.0,4.0,6.0,8.0
Nova Gorica,8.0,5.0,5.0,8.0,8.0,5.0,7.0,6.0,6.0,5.0,9.0,13.0
OMS Lj. (Vnajnarje),11.0,7.0,5.0,3.0,3.0,3.0,3.0,2.0,4.0,4.0,6.0,5.0
EIS Celje,,,,,,,,,,,,
Šoštanj,6.0,11.0,7.0,7.0,14.0,21.0,22.0,7.0,5.0,2.0,4.0,4.0
Topolšica,3.0,3.0,3.0,6.0,4.0,4.0,4.0,2.0,1.0,2.0,2.0,4.0
Veliki Vrh,27.0,17.0,12.0,15.0,13.0,13.0,16.0,12.0,6.0,11.0,9.0,14.0
Zavodnje,11.0,6.0,3.0,7.0,5.0,6.0,9.0,3.0,4.0,4.0,5.0,10.0
Velenje,3.0,4.0,2.0,1.0,2.0,2.0,2.0,1.0,1.0,3.0,4.0,5.0
Graška Gora,7.0,7.0,4.0,4.0,4.0,4.0,5.0,3.0,3.0,2.0,4.0,10.0
Pesje,4.0,4.0,4.0,6.0,4.0,5.0,6.0,4.0,5.0,5.0,5.0,8.0
Škale,6.0,5.0,4.0,5.0,3.0,3.0,3.0,0.0,1.0,0.0,3.0,6.0
Kovk,14.0,14.0,10.0,3.0,3.0,8.0,10.0,8.0,10.0,6.0,9.0,12.0
Dobovec,6.0,6.0,5.0,3.0,0.0,9.0,5.0,9.0,9.0,8.0,12.0,17.0
Kum,4.0,5.0,4.0,5.0,5.0,5.0,8.0,8.0,3.0,8.0,13.0,11.0
Ravenska vas,12.0,15.0,27.0,15.0,13.0,13.0,13.0,8.0,9.0,9.0,12.0,18.0
EIS TEB (sv.Mohor),13.0,24.0,26.0,18.0,9.0,8.0,14.0,17.0,5.0,3.0,13.0,16.0
