Postaja,Jan,Feb,Mar,Apr,Maj,Jun,Jul,Avg,Sep,Okt,Nov,Dec
Ljubljana F.,12,12,8,9,7,14,7,5,3,6,8,15
Ljubljana B.,12,12,10,9,10,8,8,5,5,15,13,18
Maribor,14,12,10,8,7,5,6,5,6,7,16,18
Celje,14,18,18,10,9,4,6,13,8,17,18,36,
Trbovlje,11,15,10,8,9,5,3,6,3,20,26,47
Hrastnik,16,19,22,19,17,15,7,5,12,19,14,34
Zagorje,9,22,11,16,24,8,4,4,5,17,31,61
Šoštanj,28,32,97,43,55,77,63,27,59,49,26,46
Topolšica,4,9,5,10,14,10,8,15,7,14,13,19
Veliki Vrh,45,42,23,43,41,34,48,49,62,79,60,93
Zavodnje,12,20,14,14,22,16,10,25,13,32,32,28
Velenje,5,5,4,4,4,4,2,3,3,5,4,14
Graška Gora,11,14,24,16,15,12,9,15,14,17,15,16
Škale,10,13,17,10,10,7,8,12,8,8,7,12
Kovk,23,71,93,42,34,48,7,9,61,72,6,9
Dobovec,16,56,28,40,31,18,4,5,52,48,53,120
Kum,8,16,12,8,5,10,7,4,13,24,95,26
Ravenska vas,11,41,53,57,82,40,22,30,27,47,77,115
Vnajnarje,8,9,11,8,9,3,3,2,2,8,10,14
EIS Celje,,,,17,,,4,3,2,2,3,,5,6,11
EIS Krško,24,65,49,56,55,50,61,78,25,52,27,19
