Postaja,Jan,Feb,Mar,Apr,Maj,Jun,Jul,Avg,Sep,Okt,Nov,Dec
Ljubljana B.,10,11,13,7,5,4.0,4,5,7.0,5.0,9,13
Maribor,8,9,10,9,8,6.0,7,6,6.0,8.0,10,8
Celje,17,14,12,13,6,5.0,4,6,6.0,9.0,12,21
Trbovlje,10,12,20,9,7,3.0,4,8,8.0,6.0,22,16
Hrastnik,10,5,12,11,10,4.0,6,15,16.0,12.0,14,58
Zagorje,21,23,30,14,13,5.0,3,11,18.0,6.0,26,66
Nova Gorica,6,6,6,3,5,8.0,5,3,7.0,7.0,10,16
Murska S.-Rakičan,6,9,5,4,3,4.0,3,5,4.0,4.0,6,6
Šoštanj,16,7,14,9,9,20.0,19,16,14.0,12.0,9,12
Topolšica,8,6,8,5,6,7.0,5,3,4.0,4.0,4,13
Veliki Vrh,41,34,30,14,17,36.0,31,20,34.0,27.0,40,37
Zavodnje,16,8,11,5,5,6.0,6,7,5.0,5.0,11,15
Velenje,7,8,8,5,4,3.0,5,5,5.0,4.0,6,11
Graška Gora,8,7,10,5,7,3.0,4,6,6.0,4.0,4,10
Pesje,9,9,9,5,5,4.0,5,6,7.0,4.0,9,13
Škale,11,10,11,8,8,4.0,3,6,7.0,7.0,9,13
Kovk,71,113,78,35,57,15.0,23,61,50.0,81.0,65,105
Dobovec,26,31,19,17,12,9.0,8,36,37.0,12.0,52,120
Kum,5,8,5,5,3,2.0,5,6,3.0,2.0,6,3
Ravenska vas,33,38,80,41,34,18.0,13,34,39.0,19.0,49,118
Vnajnarje,11,13,11,9,5,4.0,4,3,10.0,6.0,10,16
EIS Celje,8,10,5,4,3,1.0,2,3,,,4,10
EIS Krško,31,84,37,42,44,40.0,39,43,21.0,29.0,25,21
EIS TEB,16,17,9,6,7,,15,11,9.0,10.0,6,9
