Postaja,Jan,Feb,Mar,Apr,Maj,Jun,Jul,Avg,Sep,Okt,Nov,Dec
ljubljana b.,3.2,4.5,3.3,1.5,1.2,1.2,3.1,1.3,1.7,1.9,4.5,2.4
ljubljana center,6.5,6.2,7.1,4.8,4.0,3.3,4.7,2.9,3.9,2.5,3.3,4.4
maribor center,3.7,4.7,4.4,2.0,2.3,1.2,1.6,2.3,3.3,3.2,4.4,2.7
celje,5.3,8.4,5.9,3.6,5.9,3.2,5.0,4.1,3.7,4.5,8.1,10.0
trbovlje,8.6,13.2,8.1,5.2,5.2,4.7,5.2,2.8,5.6,6.0,9.6,6.8
hrastnik,2.8,4.6,4.9,4.3,4.0,3.6,4.9,4.8,4.3,3.9,8.7,4.8
zagorje,9.1,11.7,7.8,7.7,5.7,3.9,5.1,8.3,15.5,3.7,3.9,1.6
iskrba,1.7,2.7,2.4,0.6,0.6,0.5,0.6,0.6,0.6,0.4,1.5,0.2
vnajnarje,3.8,6.0,4.6,2.7,3.5,1.7,2.2,1.5,3.0,3.1,4.5,1.0
šoštanj,4.2,6.1,8.1,5.6,3.2,3.1,4.5,5.9,4.4,5.0,5.1,7.5
topolšica,5.6,4.2,3.3,2.0,1.8,1.4,1.8,3.7,4.2,1.9,1.9,2.7
veliki vrh,4.8,4.9,5.7,6.1,7.1,5.5,7.1,7.0,5.1,4.0,4.8,4.0
zavodnje,4.9,5.4,4.2,3.5,2.5,1.6,2.1,3.3,3.4,3.4,5.4,3.1
velenje,2.6,3.2,4.0,0.5,2.0,3.3,1.6,7.2,7.5,1.7,2.0,3.5
graška gora,5.0,4.8,5.3,0.7,1.8,0.8,1.0,2.2,1.1,0.8,1.3,3.2
pesje,3.9,5.5,7.1,4.8,4.7,4.4,5.0,4.8,5.2,5.0,5.0,5.9
škale,6.4,11.0,5.8,1.8,2.8,7.7,8.8,7.0,9.0,5.3,6.4,8.4
kovk,9.1,13.0,12.2,8.1,7.1,8.0,9.9,9.2,10.3,10.1,16.9,13.1
dobovec,7.4,8.5,5.1,5.9,6.0,7.1,5.5,9.1,5.9,7.3,16.7,6.4
kum,1.3,3.3,3.1,3.6,4.3,4.4,3.7,2.3,4.2,4.7,7.5,8.1
ravenska vas,8.1,13.0,11.1,7.9,9.1,10.2,10.5,13.9,12.1,12.2,14.8,8.4
brestanica-sv.mohor,4.4,7.4,5.5,2.0,0.9,1.1,1.3,1.1,2.5,2.7,5.1,3.4
