Postaja,Jan,Feb,Mar,Apr,Maj,Jun,Jul,Avg,Sep,Okt,Nov,Dec
Ljubljana B.,15,33,31,11,4,4,7,6,7,7,10,13
Maribor,30,31,21,13,9,8,14,7,12,29,21,15
Celje,30,44,23,13,12,13,9,17,19,16,26,33
Trbovlje,27,80,75,56,25,46,66,33,129,95,70,53
Hrastnik,43,60,55,68,18,47,35,86,43,49,20,23
Zagorje,158,79,97,34,11,26,42,35,56,38,14,13
Murska S.-Rakičan,19,33,20,14,7,5,8,4,9,9,13,12
Nova Gorica,13,18,18,18,22,13,16,9,9,14,11,14
Šoštanj,37,37,85,76,53,66,95,48,111,58,61,29
Topolšica,41,26,29,11,13,22,26,19,28,19,20,31
Veliki Vrh,135,95,60,78,35,69,63,95,184,78,143,134
Zavodnje,97,66,34,54,28,31,67,69,59,29,48,221
Velenje,27,15,16,9,7,8,21,6,8,9,9,8
Graška Gora,54,52,43,29,22,36,41,41,55,23,21,59
Pesje,26,30,24,18,14,10,21,9,19,11,10,11
Škale,25,37,64,19,19,19,51,25,33,25,10,33
Kovk,193,200,192,133,9,174,198,198,220,192,37,25
Dobovec,332,169,157,43,6,83,109,240,166,135,35,7
Kum,72,57,97,6,2,36,51,94,18,21,3,3
Ravenska vas,470,422,364,247,45,139,63,43,57,71,28,47
Vnajnarje,22,57,38,31,6,9,16,25,34,23,15,15
EIS Celje,14,28,16,2,2,2,3,4,6,/,/,12
EIS Krško,192,76,276,124,137,83,49,44,67,113,36,148
EIS TEB,20,35,40,27,/,13,/,/,28,/,/,/
