Postaja,Jan,Feb,Mar,Apr,Maj,Jun,Jul,Avg,Sep,Okt,Nov,Dec
Ljubljana B.,12,14,11,5,3,2,2,2,3,5,5,9
Maribor,22,7,4,3,3,3,2,2,3,4,5,5
Celje,20,10,11,7,7,3,3,5,6,11,20,10
Trbovlje,15,19,8,2,2,2,2,2,4,7,10,9
Hrastnik,23,16,9,11,7,3,8,6,10,11,14,6
Zagorje,14,13,10,6,8,5,4,10,5,5,7,8
Murska S.-Rakičan,28,15,10,10,13,10,10,6,8,7,12,12
Nova Gorica,16,16,17,15,14,14,11,11,11,11,0,8
oms lj. (vnajnarje),16,22,10,5,6,5,4,7,6,15,13,4
Šoštanj,20,16,30,41,24,17,45,17,54,32,14,5
Topolšica,13,14,9,8,8,6,5,8,8,26,5,5
Veliki Vrh,60,27,101,35,14,21,24,21,38,41,35,20
Zavodnje,20,40,9,8,12,5,8,17,9,24,14,8
Velenje,17,7,9,9,8,14,14,17,22,4,4,4
Graška Gora,15,30,27,20,24,26,8,16,10,19,8,6
Pesje,22,15,13,14,23,15,31,17,8,7,6,8
Škale,15,9,19,17,16,7,9,8,8,7,16,14
Kovk,21,32,34,37,15,38,25,21,34,38,28,30
Dobovec,24,41,33,24,3,28,22,32,27,26,20,32
Kum,14,31,40,41,6,5,10,11,9,13,12,17
Ravenska vas,33,67,14,12,11,12,20,21,24,15,16,20
