Postaja,Jan,Feb,Mar,Apr,Maj,Jun,Jul,Avg,Sep,Okt,Nov,Dec
LJ Bežigrad,9,10,5,5,6,5,5,5,6,5,6,6
Celje,7,7,10,11,8,5,8,7,7,7,6,5
Trbovlje,8,8,7,8,10,6,6,5,9,7,7,7
Zagorje,4,4,4,5,5,3,1,2,2,2,4,4
Hrastnik,5,4,2,2,3,2,2,3,4,/,/,/
Iskrba,5,3,2,2,1,4,2,2,2,2,2,2
Šoštanj,4,8,8,5,4,7,7,7,3,8,5,10
Topolšica,5,8,7,5,8,5,7,5,9,5,5,9
Zavodnje,16,8,7,25,4,11,8,57,7,21,3,21
Veliki vrh,13,12,13,9,4,6,7,12,5,5,4,7
Graška gora,10,7,6,11,6,8,9,5,33,26,6,33
Velenje,5,6,4,6,6,5,6,5,3,4,6,6
Pesje,5,7,8,9,10,7,8,14,11,4,6,11
Škale,10,9,9,9,11,12,12,10,8,12,5,12
Sv. Mohor,7,7,8,7,9,12,7,8,5,6,6,10
LJ Center,16,15,3,4,4,4,7,7,6,5,4,6
CE Gaji,12,12,8,14,16,12,12,8,12,17,20,20
