Postaja,Jan,Feb,Mar,Apr,Maj,Jun,Jul,Avg,Sep,Okt,Nov,Dec
Ljubljana Bežigrad,9,12,6,4,3,4,5,4,6,7,19,7
Celje,16,13,7,4,5,3,4,4,8,9,23,6
Trbovlje,10,16,7,5,5,4,5,6,6,5,14,14
Zagorje,11,21,10,9,6,7,6,9,9,8,18,14
Hrastnik,14,17,6,6,8,5,8,5,8,4,23,8
Vnajnarje,15,6,13,10,11,9,8,7,8,12,21,12
Šoštanj,11,16,22,25,22,7,11,6,9,13,13,8
Topolšica,9,1,7,7,2,6,10,15,3,11,7,6
Zavodnje,13,6,12,6,5,8,6,14,9,12,10,14
Veliki vrh,26,9,25,29,11,7,16,7,13,5,12,8
Graška gora,12,10,8,10,6,6,6,5,5,6,13,6
Velenje,4,6,7,9,3,3,4,4,5,7,9,9
Pesje,12,8,9,11,6,6,5,6,11,8,17,11
Škale,19,14,11,10,16,14,12,15,11,16,17,10
Kovk,20,23,17,9,11,11,14,12,22,11,23,11
Dobovec,14,19,10,12,9,13,14,11,32,15,15,8
Kum,14,11,7,7,9,5,9,5,10,10,10,7
Ravenska vas,16,25,12,15,15,8,13,18,17,12,20,12
Sv. Mohor,15,16,8,8,7,6,6,9,10,10,29,6
lj center,4,4,5,4,7,3,2,3,4,4,11,4
AMP Gaji,15,17,7,7,8,8,7,7,30,21,7
Zelena trava,22,31,8,3,9,6,7,12,14,8,24,11
