Postaja,Jan,Feb,Mar,Apr,Maj,Jun,Jul,Avg,Sep,Okt,Nov,Dec
LJ Bežigrad,4,/,/,/,/,/,/,/,/,/,/,/
CE bolnica,5,8,6,5,5,4,5,3,4,6,6,7
Trbovlje,2,3,4,4,4,/,/,/,/,/,/,/
Zagorje,4,5,4,4,4,5,2,2,3,5,4,4
Iskrba,2,2,2,0.8,1,1,1,1,4,5,2,2
Deskle,3,4,2,3,4,4,2,3,3,7,8,4
Šoštanj,9,5,4,5,8,9,9,4,9,8,5,6
Topolšica,3,3,4,4,10,7,5,5,6,3,3,4
Zavodnje,5,4,5,3,4,13,4,4,67,12,8,80
Veliki vrh,3,2,2,3,6,11,7,7,9,8,10,20
Graška gora,4,3,3,4,8,12,9,7,11,11,7,8
Velenje,7,3,2,3,4,10,6,6,8,7,9,8
Pesje,9,3,2,3,4,8,6,7,7,9,9,9
Škale,5,5,5,5,6,10,6,4,9,7,6,7
Mobilna TEŠ,5,3,4,5,5,9,11,8,6,6,6,6
Sv. Mohor,10,8,11,12,5,4,5,5,5,7,3,3
LJ Center,3,6,4,4,3,4,3,1,3,2,2,7
Zadobrova,5,4,4,3,3,2,3,3,3,3,4,4
CE Gaji,4,4,2,2,5,3,5,1,3,4,4,2
