Postaja,Jan,Feb,Mar,Apr,Maj,Jun,Jul,Avg,Sep,Okt,Nov,Dec
LJ Bežigrad,7,10,10,7,4,7,5,8,10,10,6,13
Celje,12,15,7,5,4,4,5,5,6,5,9,9
Trbovlje,14,15,12,6,4,3,7,7,6,9,8,10
Zagorje,9,11,9,8,4,4,5,12,9,10,13,12
Hrastnik,12,19,14,13,5,6,8,10,6,7,13,10
Vnajnarje,14,10,7,4,4,11,6,8,9,16,5,14
Šoštanj,7,14,13,6,3,13,22,41,13,18,7,21
Topolšica,8,4,9,5,3,4,12,10,7,5,4,7
Zavodnje,17,10,11,5,7,51,16,18,12,9,8,15
Veliki vrh,37,16,13,6,1,20,11,22,11,14,22,13
Graška gora,8,8,7,7,9,2,4,8,8,3,10,14
Velenje,2,2,2,4,3,2,4,5,2,4,3,5
Pesje,8,7,9,6,7,6,13,18,8,6,6,11
Škale,16,18,13,16,15,11,19,20,11,25,15,22
Kovk,50,18,24,65,14,9,16,9,23,15,13,23
Dobovec,37,17,19,8,10,12,20,19,21,32,15,58
Kum,15,14,19,7,10,4,9,9,8,11,14,10
Ravenska vas,16,24,15,18,12,6,21,30,20,26,20,19
Sv. Mohor,9,14,7,10,5,6,6,10,8,8,10,5
lj center,4,2,4,5,5,4,5,5,4,6,4,5
AMP Gaji,20,10,9,10,9,5,5,7,3,4,7,8
Zelena trava,8,7,8,8,6,7,17,24,18,24,12,26
