Postaja,Jan,Feb,Mar,Apr,Maj,Jun,Jul,Avg,Sep,Okt,Nov,Dec
CE bolnica,8,9,4,3,2,2,2,2,3,2,4,4
Iskrba,1,6,2,2,3,2,3,4,11,2,5,1
Zagorje,3,4,4,1,2,3,2,3,4,3,3,1
LJ Center,5,4,3,6,8,4,3,3,4,3,3,4
Zadobrova,6,5,5,5,5,4,5,6,7,4,4,5
CE Gaji,7,5,5,5,3,2,4,3,6,6,8,6
Sv. Mohor,3,5,6,5,6,4,4,11,6,4,3,3
Graška gora,5,4,24,5,6,7,7,9,31,8,5,6
Pesje,9,11,10,8,10,9,9,11,10,12,23,11
Škale,5,4,13,6,7,7,5,6,40,7,7,6
Šoštanj,5,4,6,3,2,6,9,8,15,8,6,6
Topolšica,5,4,5,6,8,4,6,3,9,8,4,4
Velenje,7,6,7,8,9,5,7,7,10,6,7,4
Veliki vrh,6,5,7,6,9,7,7,10,8,7,16,11
Zavodnje,8,6,8,6,5,5,5,7,10,8,8,19
Mobilna TEŠ,4,5,7,7,9,9,5,12,12,8,7,7
