Postaja,Jan,Feb,Mar,Apr,Maj,Jun,Jul,Avg,Sep,Okt,Nov,Dec
LJ Bežigrad,17,11,9,10,8,5,5,5,5,5,8,9
Celje,15,13,7,10,9,11,6,5,5,8,11,14
Trbovlje,12,14,11,8,6,3,5,6,8,6,10,10
Zagorje,21,8,4,6,4,5,6,7,7,4,2,3
Hrastnik,19,11,9,5,5,5,6,7,7,8,6,7
Iskrba,9.6,4.2,1.5,1.3,0.9,1.4,2.8,1.4,1,1,0.9,1.1
Vnajnarje,31,11,9,9,11,5,7,7,9,10,9,10
Šoštanj,9,16,11,15,8,7,5,4,3,4,7,5
Topolšica,7,5,7,9,10,10,9,7,8,8,9,9
Zavodnje,22,8,10,8,5,7,6,11,4,13,7,9
Veliki vrh,21,10,16,10,11,37,12,8,5,12,12,11
Graška gora,19,16,11,13,14,14,12,15,13,12,9,12
Velenje,5,6,7,8,9,8,9,7,7,6,6,7
Pesje,12,10,12,11,9,11,10,13,10,11,11,8
Škale,16,13,8,12,10,12,11,14,12,17,13,16
Kovk,33,16,12,14,16,/,/,/,/,/,/,/
Dobovec,29,16,18,19,17,/,/,/,/,/,/,/
Kum,15,17,14,13,9,/,/,/,/,/,/,/
Ravenska vas,13,12,16,13,12,/,/,/,/,/,/,/
Sv. Mohor,22,13,4,5,6,5,7,5,5,4,4,4
LJ Center,3,6,3,4,7,1,2,2,3,2,2,4
CE Gaji,11,12,6,5,7,4,5,5,6,10,14,14
