Postaja,Jan,Feb,Mar,Apr,Maj,Jun,Jul,Avg,Sep,Okt,Nov,Dec
Ljubljana Bežigrad,14,9,5,4,3,2,2,2,2,4,7,5
Ljubljana center,9,10,10,11,6,7,7,8,5,5,5,12
Celje,26,15,13,8,11,6,7,3,6,10,11,14
Trbovlje,7,5,4,12,11,1,2,4,6,5,6,18
Hrastnik,21,15,12,2,2,3,3,6,10,8,7,14
Zagorje,29,18,10,8,10,11,7,8,12,10,12,13
Iskrba,20,12.4,2.7,2.4,2.5,7.2,2.3,6.2,3.7,3,2.3,/
Vnajnarje,20,14,12,10,6,8,7,8,9,7,6,9
Šoštanj,12,11,24,29,35,12,35,15,15,13,15,85
Topolšica,10,8,6,4,6,7,5,8,4,5,6,8
Veliki Vrh,25,20,20,17,17,14,28,15,24,15,8,9
Zavodnje,22,16,18,13,19,19,10,20,12,13,19,13
Velenje,14,11,3,4,6,6,5,7,3,6,7,5
Graška Gora,11,17,12,4,10,9,4,6,4,7,8,9
Pesje,19,14,8,11,13,10,13,17,15,25,22,7
Škale,10,14,9,5,26,18,15,17,16,9,18,14
Kovk,21,26,29,9,8,7,9,27,14,10,17,26
Dobovec,19,20,20,4,4,3,8,17,35,26,20,22
Kum,16,19,25,31,37,13,15,8,11,10,9,9
Ravenska vas,30,26,24,15,9,7,9,21,38,21,25,12
Brestanica-sv.Mohor,28,35,28,22,29,41,25,30,20,19,22,28
