Postaja,Jan,Feb,Mar,Apr,Maj,Jun,Jul,Avg,Sep,Okt,Nov,Dec
Ljubljana B.,7,11,10,6,3,5,4,6,7,7,6,14
Maribor,11,10,7,6,8,7,4,5,10,4,8,8
Celje,15,15,10,5,5,11,8,6,8,9,9,15
Trbovlje,14,23,21,18,5,7,6,7,7,7,6,14
Hrastnik,17,12,14,10,4,7,18,12,10,12,13,30
Zagorje,18,17,12,8,7,4,7,6,8,19,9,6
Murska S.-Rakičan,10,9,11,11,10,7,9,10,8,10,14,16
Nova Gorica,13,8,10,16,16,9,11,11,12,8,17,19
oms lj. (vnajnarje),42,26,9,6,6,10,12,7,8,23,14,15
Šoštanj,37,78,57,32,64,64,58,40,30,6,14,11
Topolšica,16,12,12,12,17,10,12,6,7,8,8,22
Veliki Vrh,72,46,49,43,63,36,55,71,25,27,24,36
Zavodnje,49,33,17,24,23,28,29,11,38,23,17,49
Velenje,13,12,15,16,12,12,13,8,7,7,6,26
Graška Gora,26,18,13,6,16,20,17,11,12,8,42,72
Pesje,8,10,11,13,10,10,19,9,14,10,10,29
Škale,19,12,14,11,12,13,15,3,6,6,18,33
Kovk,26,32,32,11,6,23,54,26,41,27,24,65
Dobovec,29,26,14,7,0,22,23,127,57,29,45,42
Kum,12,8,8,21,22,20,18,25,14,11,25,20
Ravenska vas,41,55,41,45,17,28,24,37,29,24,20,33
eis teb (sv.mohor),23,42,49,24,19,14,20,22,8,14,26,22
