Postaja,Jan,Feb,Mar,Apr,Maj,Jun,Jul,Avg,Sep,Okt,Nov,Dec
Ljubljana B.,36,9,6,6,17,4,5,7,6,3,4,5
Ljubljana center,33,11,8,8,5,5,7,7,7,7,2,7
Maribor center,28,17,6,7,4,5,6,3,4,10,24,18
Celje,22,14,8,9,8,6,4,7,5,6,13,10
Trbovlje,19,16,10,8,5,9,10,11,7,9,6,6
Hrastnik,25,8,15,6,4,11,7,8,6,8,12,10
Zagorje,30,17,11,10,/,/,/,/,/,/,/,/
Nova Gorica,12,9,10,12,9,3,3,7,5,8,5,9
Šoštanj,8,17,13,10,18,22,33,7,12,7,31,8
Topolšica,10,19,8,6,5,7,8,11,15,9,11,12
Veliki Vrh,18,28,19,16,15,13,14,7,28,15,36,42
Zavodnje,16,25,21,11,11,12,21,11,28,69,27,14
Velenje,6,10,4,5,5,5,8,2,5,5,5,3
Graška Gora,14,23,14,15,13,27,16,6,13,9,7,4
Pesje,13,14,9,7,7,12,10,6,4,5,11,14
Škale,19,23,17,7,10,23,17,8,11,10,15,20
Kovk,33,17,18,19,10,27,36,19,25,28,33,30
Dobovec,102,20,15,39,7,13,14,11,12,14,28,19
Kum,30,9,12,12,5,6,7,5,10,12,11,12
Ravenska vas,42,11,18,23,9,12,23,17,16,15,12,25
Brestanica-sv.Mohor,35,17,22,12,17,20,19,25,32,25,33,36
