Postaja,Jan,Feb,Mar,Apr,Maj,Jun,Jul,Avg,Sep,Okt,Nov,Dec
Ljubljana Bežigrad,45,45,37,26,19,20,20,23,27,28,35,32
Maribor,55,53,44,33,33,37,33,28,38,37,44,39
Celje,51,46,31,22,22,21,19,16,26,24,29,30
Trbovlje,27,32,25,24,22,23,23,19,22,22,20,24
Murska S.-Rakičan,16,17,15,15,19,9,9,10,11,16,23,22
Nova Gorica,34,30,25,20,17,19,15,16,20,25,33,31
Vnajnarje,9,9,6,3,3,2,2,3,3,4,7,7
Zavodnje,5,7,3,1,1,3,4,1,5,3,6,4
Škale,18,18,11,7,6,5,5,4,3,1,0,24
Kovk,19,17,12,11,9,7,10,11,7,12,15,11
EIS TEB (Sv.Mohor),7,3,2,1,1,3,7,7,5,4,2,8
