Postaja,Jan,Feb,Mar,Apr,Maj,Jun,Jul,Avg,Sep,Okt,Nov,Dec
LJ Bežigrad,41,43,32,22,18,18,20,23,26,30,41,44.0
Maribor,40,39,37,32,29,27,26,28,29,29,29,24.0
Celje,40,39,33,25,23,24,18,18,21,24,32,37.0
MS Rakičan,20,18,14,11,8,10,9,9,9,11,18,20.0
Nova Gorica,29,19,24,23,17,15,16,16,15,23,32,36.0
Trbovlje,23,27,19,17,13,13,13,13,14,18,26,26.0
Zagorje,37,43,34,24,19,18,17,15,18,20,29,33.0
Koper,25,18,15,14,11,13,14,13,11,13,23,33.0
Iskrba,12,12,7,6,5,4,5,7,4,8,7,20.0
Vnajnarje,10,10,6,5,4,6,6,7,9,10,18,18.0
Zavodnje,11,10,10,5,5,4,6,4,3,5,8,12.0
Škale,13,10,8,4,4,4,6,5,3,6,9,22.0
Kovk,12,13,10,6,6,5,4,4,4,6,10,13.0
Dobovec,5,4,4,3,2,2,1,1,1,2,3,2.0
Sv. Mohor,11,11,9,5,4,1,2,1,3,6,10,15.0
LJ Center,49,47,44,36,34,32,30,31,28,37,34,
AMP Gaji,43,35,26,20,19,17,17,4,14,16,27,30.0
Zelena trava,10,14,21,16,15,14,18,21,19,21,27,27.0
