Postaja,Jan,Feb,Mar,Apr,Maj,Jun,Jul,Avg,Sep,Okt,Nov,Dec
CE bolnica,29,32,26,19,15,14,11,11,16,17,23,28
Iskrba,4,5,2,1,2,2,2,2,2,2,2,2
Koper,17,20,14,15,13,13,10,11,10,10,14,22
LJ Bežigrad,30,32,25,18,13,12,9,11,16,20,29,32
LJ Celovška,35,37,34,26,24,21,18,21,23,27,34,40
MB Titova,28,33,28,21,20,21,17,17,19,21,25,30
MB Vrbanski,13,11,10,5,4,3,3,3,5,7,11,13
MS Rakičan,13,15,11,7,5,5,5,4,8,10,14,19
NG Grčna,26,30,26,16,12,13,12,14,20,21,26,33
Novo mesto,17,18,14,10,6,4,4,4,6,8,13,14
Zagorje,23,26,22,16,12,13,11,10,13,15,20,22
LJ Center,44,49,44,39,36,36,29,31,38,35,38,42
Zadobrova,29,32,23,13,9,8,8,7,9,13,21,27
CE Gaji,26,25,21,14,11,10,9,9,11,11,18,21
Sv. Mohor,5,7,4,2,3,3,2,2,3,3,6,8
MB Tezno,21,27,18,11,7,7,9,9,12,16,21,28
Škale,10,11,7,5,4,4,2,2,5,5,7,10
Šoštanj,13,15,10,6,6,6,7,6,9,9,11,14
Zavodnje,5,6,4,3,3,2,3,3,4,4,4,6
Mobilna TEŠ,15,21,14,9,6,8,6,6,8,9,12,16
