Postaja,Jan,Feb,Mar,Apr,Maj,Jun,Jul,Avg,Sep,Okt,Nov,Dec
LJ Bežigrad,39,44,28,23,18,16,15,14,18,23,27,37
Maribor,36,38,30,25,20,21,18,16,18,23,22,28
Celje,43,42,32,27,16,16,15,14,19,22,25,32
MS Rakičan,20,21,14,10,7,8,8,8,10,12,13,18
Nova Gorica,42,39,31,24,19,19,18,18,22,27,26,30
Trbovlje,24,30,26,24,14,12,10,12,14,14,20,25
Zagorje,28,31,25,20,14,14,13,12,17,21,23,27
Koper,20,24,18,16,13,14,14,12,12,11,9,21
Iskrba,4,3,2,2,2,2,2,2,2,2,3,3
Šoštanj,16,16,12,8,5,8,8,7,8,9,10,10
Zavodnje,7,8,5,5,3,4,4,4,5,6,6,6
Škale,11,11,6,5,4,4,4,4,4,6,8,7
Sv. Mohor,9,9,6,4,3,3,3,2,3,3,7,6
LJ Center,52,56,51,46,34,35,38,36,46,49,/,50
CE Gaji,35,30,18,10,5,3,2,8,11,15,14,16
MB Vrbanski,28,25,17,16,12,11,10,7,9,15,25,35
