Postaja,Jan,Feb,Mar,Apr,Maj,Jun,Jul,Avg,Sep,Okt,Nov,Dec
Ljubljana B.,32,58,34,34,13,7,4,4,15,44,17,20
Maribor,32,12,9,7,5,5,4,3,7,7,8,10
Celje,46,25,40,18,29,5,10,25,14,46,82,23
Trbovlje,55,65,24,6,7,3,5,11,29,21,17,19
Hrastnik,65,81,44,81,14,6,16,33,34,75,19,24
Zagorje,63,39,35,20,11,7,7,112,18,12,23,84
Murska S.-Rakičan,44,25,28,17,26,16,43,25,28,49,33,19
Nova Gorica,27,35,29,25,32,18,14,14,17,18,0,11
OMS Lj. (vnajnarje),48,43,43,22,19,12,11,38,20,52,20,24
Šoštanj,81,100,271,245,156,76,189,112,360,101,78,13
Topolšica,75,75,40,44,47,53,52,95,80,211,11,20
Veliki Vrh,415,160,561,109,193,285,108,272,116,406,303,150
Zavodnje,87,164,52,101,64,29,34,120,58,92,74,41
Velenje,22,27,13,84,58,18,41,24,34,151,10,21
Graška Gora,74,108,156,151,86,242,24,203,26,133,36,17
Pesje,28,64,38,74,35,27,192,38,78,44,14,30
Škale,54,70,113,161,43,21,54,29,62,62,37,22
Kovk,65,100,127,312,62,236,84,90,154,132,64,200
Dobovec,88,299,298,128,45,243,171,193,141,138,64,138
Kum,29,37,89,55,8,32,29,23,28,44,25,33
Ravenska vas,48,437,31,53,42,79,84,83,83,53,76,95
