Postaja,Jan,Feb,Mar,Apr,Maj,Jun,Jul,Avg,Sep,Okt,Nov,Dec
Ljubljana B.,35,94,75,45,13,16,26,32,26,41,37,31
Maribor,54,52,54,32,17,12,33,15,23,58,32,31
Celje,97,88,157,57,54,39,40,102,127,86,74,111
Trbovlje,161,600,747,387,221,359,389,317,848,280,278,233
Hrastnik,549,478,453,253,124,444,290,425,396,270,80,65
Zagorje,856,954,401,300,53,137,263,194,305,236,49,37
Murska S.-Rakičan,53,50,35,32,18,14,13,12,13,16,17,21
Nova Gorica,45,98,57,72,90,36,31,18,15,28,19,23
Šoštanj,260,433,407,1037,335,642,584,301,609,447,388,311
Topolšica,125,145,230,88,144,178,201,178,284,255,120,149
Veliki Vrh,562,573,641,589,276,612,642,1110,585,761,639,721
Zavodnje,202,403,149,312,198,108,523,203,486,174,253,1106
Velenje,68,41,100,70,43,39,210,57,47,41,42,24
Graška Gora,184,208,250,203,152,235,262,497,219,79,69,413
Pesje,89,59,112,70,106,37,143,121,256,63,76,69
Škale,58,144,260,145,106,170,262,139,252,103,93,206
Kovk,1063,655,923,455,46,886,897,772,754,674,248,77
Dobovec,1662,1284,1056,411,66,718,1216,1158,1272,1407,96,32
Kum,1203,386,886,30,35,223,580,655,168,220,13,10
Ravenska vas,3275,2090,1647,504,196,508,488,202,268,190,108,142
Vnajnarje,130,212,120,102,20,36,104,165,136,75,69,78
EIS Celje,36,56,68,6,11,19,18,22,47,/,44,44
EIS Krško,587,344,836,440,671,367,209,219,401,526,/,460
EIS TEB,143,189,233,254,173,/,/,416,/,/,/,/
