Postaja,Jan,Feb,Mar,Apr,Maj,Jun,Jul,Avg,Sep,Okt,Nov,Dec
LJ Bežigrad,7,/,/,/,/,/,/,/,/,/,/,/
CE bolnica,15,43,11,16,27,25,19,8,18,23,13,21
Trbovlje,4,8,6,5,5,/,/,/,/,/,/,/
Zagorje,6,5,5,7,6,8,3,3,12,16,9,5
Iskrba,2,3,7,3,23,5,3,3,25,19,5,6
Deskle,4,6,7,4,7,8,6,6,7,14,19,6
Šoštanj,23,15,10,14,24,50,71,18,69,30,10,10
Topolšica,4,7,8,7,19,37,25,12,28,12,5,18
Zavodnje,17,15,7,13,21,61,21,44,1151,22,14,428
Veliki vrh,4,7,4,10,31,66,26,25,41,31,68,114
Graška gora,7,7,6,10,72,84,27,27,121,17,20,21
Velenje,8,3,2,4,42,8,10,44,17,9,9
Pesje,9,14,3,12,12,41,9,10,41,17,10,20
Škale,8,7,7,14,15,51,15,20,91,20,8,24
Mobilna TEŠ,7,14,9,13,11,54,48,17,29,18,7,9
Sv. Mohor,30,12,14,12,8,5,6,7,16,21,6,5
LJ Center,3,8,8,6,6,5,5,2,6,3,3,8
Zadobrova,8,6,7,6,4,4,5,6,5,8,6,10
CE Gaji,13,97,23,14,40,34,35,12,15,16,15,17
