Postaja,Jan,Feb,Mar,Apr,Maj,Jun,Jul,Avg,Sep,Okt,Nov,Dec
Ljubljana B.,12,46,25,25,10,17,16,15,31,33,14,34
Maribor,18,20,16,17,21,10,8,8,21,11,19,17
Celje,55,51,76,35,54,38,24,12,27,52,35,29
Trbovlje,76,103,198,264,28,30,39,27,27,51,32,42
Hrastnik,55,80,52,35,13,26,260,55,62,33,44,113
Zagorje,31,83,60,43,14,7,13,9,42,78,32,10
Murska S.-Rakičan,14,14,17,27,13,10,53,12,34,18,26,64
Nova Gorica,34,45,44,64,43,29,26,19,23,26,37,44
OMS Lj. (Vnajnarje),65,59,27,27,21,47,30,24,23,115,32,26
EIS Celje,/,/,/,/,/,/,/,/,/,/,/,/
Šoštanj,296,380,297,214,343,421,643,455,122,33,62,38
Topolšica,96,71,70,72,144,107,89,63,45,49,34,51
Veliki Vrh,535,277,203,358,343,306,356,420,207,256,122,91
Zavodnje,252,150,80,196,107,129,102,57,111,102,74,178
Velenje,27,33,48,25,58,87,44,29,19,15,18,53
Graška Gora,90,69,37,23,85,239,88,89,74,39,181,509
Pesje,32,55,55,48,93,36,118,26,47,51,25,59
Škale,78,59,82,43,62,100,79,49,22,34,75,100
Kovk,150,158,99,43,14,102,958,205,107,68,77,213
Dobovec,255,129,97,39,8,97,302,2088,261,195,209,183
Kum,40,57,16,35,25,26,32,125,35,50,112,30
Ravenska vas,139,206,156,154,55,110,72,220,107,137,84,88
EIS TEB (sv.Mohor),38,55,74,34,36,24,43,25,28,71,40,44
