Postaja,Jan,Feb,Mar,Apr,Maj,Jun,Jul,Avg,Sep,Okt,Nov,Dec
LJ Bežigrad,18,23,20,18,17,13,22,14,12,15,29
Celje,28,16,28,16,20,21,9,36,20,34,17,29
Trbovlje,23,21,17,8,18,10,11,17,21,12,21,15
Zagorje,10,9,10,7,10,6,7,11,10,8,9,15
Hrastnik,19,22,17,7,9,8,10,22,18,12,15,39
Iskrba,4.2,0.3,3,1.7,1.5,0.9,1.2,2.4,2.5,0.3,2.9,2.8
Vnajnarje,39,25,18,15,13,20,12,32,14,12,56,58
Šoštanj,12,6,15,75,19,17,58,21,42,21,18,38
Topolšica,10,7,6,12,12,6,35,16,20,27,18,21
Zavodnje,12,7,3,86,42,7,26,24,19,15,24,39
Veliki vrh,12,11,9,34,20,5,64,27,148,116,80,79
Graška gora,9,9,9,37,13,12,43,20,26,30,18,127
Velenje,8,7,5,13,7,8,10,24,7,10,9,23
Pesje,20,13,15,39,8,11,17,26,63,19,15,30
Škale,13,13,14,25,9,9,20,23,14,58,22,61
Kovk,16,14,9,9,11,48,65,12,16,11,17,22
Dobovec,21,19,14,17,16,20,18,22,21,17,20,23
Kum,20,20,12,12,13,15,10,10,29,44,26,94
Ravenska vas,21,18,16,15,17,19,10,18,15,18,18,19
Sv. Mohor,21,27,7,11,2,3,14,30,11,16,18,58
LJ Center,5,4,7,6,22,11,5,17,7,4,4,14
AMP Gaji,94,20,31,24,31,35,13,37,27,15,26,136
Zelena trava,18,19,21,36,36,20,18,24,8,9,6,6
