Postaja,Jan,Feb,Mar,Apr,Maj,Jun,Jul,Avg,Sep,Okt,Nov,Dec
LJ Bežigrad,16,24,12,13,10,11,10,7,7,15,15,14
Celje,16,26,18,20,9,12,12,12,13,12,10,11
Trbovlje,11,10,10,12,15,7,7,6,10,9,11,10
Zagorje,7,7,5,7,9,7,3,6,4,4,11,5
Hrastnik,10,11,18,5,11,5,4,5,9,/,/,/
Iskrba,17,11,10,6,5,12,8,13,12,7,4,3
Šoštanj,11,38,21,11,11,34,24,21,13,39,21,39
Topolšica,12,20,13,8,13,15,13,21,28,9,7,28
Zavodnje,75,21,12,261,16,28,16,347,22,117,9,330
Veliki vrh,93,23,16,15,11,14,23,74,22,19,11,33
Graška gora,22,29,9,71,9,19,17,18,238,190,10,238
Velenje,9,11,8,8,7,14,7,8,22,7,8,22
Pesje,8,17,9,10,14,16,14,21,15,15,13,15
Škale,14,27,14,16,16,23,22,28,11,108,13,108
Sv. Mohor,11,13,13,9,13,17,11,10,12,8,18,27
LJ Center,20,19,7,6,6,11,8,8,6,5,4,8
CE Gaji,17,25,30,29,34,28,31,22,20,22,24,28
