Postaja,Jan,Feb,Mar,Apr,Maj,Jun,Jul,Avg,Sep,Okt,Nov,Dec
CE bolnica,25,18,22,40,17,17,20,11,15,32,39,30
Zagorje,6,6,11,4,4,7,6,3,2,10,14,14
Iskrba,3,5,10,22,11,15,30,5,8,16,11,6
Šoštanj,34,22,26,16,29,14,29,7,6,6,7,12
Topolšica,5,4,24,8,9,21,8,10,22,8,7,9
Zavodnje,48,15,60,7,9,23,12,11,7,13,9,28
Veliki vrh,34,25,35,10,11,18,8,4,5,12,10,19
Graška gora,22,10,155,15,17,23,10,10,7,15,7,9
Velenje,6,7,13,9,8,19,14,7,8,10,7,13
Pesje,8,7,20,9,12,24,12,15,11,13,10,13
Škale,11,11,156,7,6,23,7,6,7,10,8,12
Mobilna TEŠ,13,14,28,15,14,21,10,11,6,10,10,11
Sv. Mohor,8,12,18,14,3,17,14,6,4,11,17,15
LJ Center,8,4,12,9,8,7,6,1,2,4,4,4
Zadobrova,8,16,12,3,2,11,13,11,11,12,11
CE Gaji,72,37,28,22,12,15,28,15,18,48,21,30
