Postaja,Jan,Feb,Mar,Apr,Maj,Jun,Jul,Avg,Sep,Okt,Nov,Dec
Ljubljana B.,81,30,26,25,21,21,9,29,18,37,49,34
Maribor,49,36,23,16,33,43,12,7,30,16,60,19
Celje,60,79,49,44,76,33,26,28,52,56,55,90
Trbovlje,91,176,121,208,103,229,61,142,210,379,242,189
Hrastnik,84,39,81,75,44,42,134,34,38,89,101,98
Zagorje,128,161,70,183,40,136,92,8,27,34,26,41
Murska S.-Rakičan,38,34,25,21,20,21,25,10,16,54,54,31
Nova Gorica,25,49,72,34,43,80,31,47,27,42,23,16
OMS Lj. (Vnajnarje),65,59,27,27,21,47,30,24,23,115,32,26
EIS Celje,26,21,25,7,5,3,4,4,8,9,/,67
EIS Krško,289,680,382,1108,480,648,931,421,15,48,22,21
Šoštanj,146,343,351,206,347,273,337,304,449,323,240,1028
Topolšica,111,115,94,49,90,127,288,47,279,114,109,20
Veliki Vrh,607,558,240,212,701,605,533,440,771,461,398,353
Zavodnje,126,310,731,113,103,317,126,97,189,162,135,64
Velenje,54,49,75,26,35,29,28,86,71,43,32,26
Graška Gora,91,116,175,111,47,170,173,172,122,68,145,104
Pesje,63,76,85,15,35,61,162,35,47,27,142,19
Škale,53,55,82,38,51,54,93,34,53,57,184,42
Kovk,72,66,511,146,84,269,325,64,68,181,209,197
Dobovec,161,61,173,111,169,2290,155,40,95,79,117,57
Kum,2,28,39,47,37,59,261,26,23,78,84,33
Ravenska vas,190,309,86,93,111,251,590,129,152,136,179,134
EIS TEB (sv.Mohor),455,90,230,39,19,73,97,113,23,25,41,50
