Postaja,Jan,Feb,Mar,Apr,Maj,Jun,Jul,Avg,Sep,Okt,Nov,Dec
LJ Bežigrad,16,24,25,9,15,6,10,13,18,20,12,13
Celje,23,62,47,40,24,16,14,14,18,23,22,28
Trbovlje,10,12,18,7,7,21,5,6,10,17,19,7
Zagorje,5,9,18,8,35,6,5,12,20,19,9,7
Hrastnik,8,9,22,9,27,3,4,15,21,24,18,21
Iskrba,/,/,18,15,17,28,8,6,9,13,9,5
Vnajnarje,38,39,/,/,/,/,/,/,/,/,/,/
Šoštanj,11,25,61,22,41,15,7,13,15,18,9,5
Topolšica,15,24,16,10,32,26,29,166,147,20,16,11
Zavodnje,15,14,22,24,53,36,13,67,136,219,76,88
Veliki vrh,22,56,33,7,68,61,18,297,77,72,37,141
Graška gora,20,16,38,21,37,21,39,92,12,50,188,141
Velenje,9,8,14,7,25,10,11,24,11,23,9,16
Pesje,14,15,34,21,37,28,11,15,33,19,11,5
Škale,20,18,32,13,40,12,8,10,42,28,9,38
Sv. Mohor,11,19,30,11,31,7,19,14,22,24,15,13
LJ Center,5,4,3,10,8,2,3,10,9,5,4,4
CE Gaji,38,31,30,32,28,18,22,25,20,22,16,22
