Postaja,Jan,Feb,Mar,Apr,Maj,Jun,Jul,Avg,Sep,Okt,Nov,Dec
Ljubljana Bežigrad,126,147,94,99,78,63,68,78,88,91,114,126
Ljubljana center,165,155,146,144,104,108,110,116,124,110,90,143
Maribor center,108,119,100,114,91,97,65,74,108,90,99,108
Celje,65,95,96,96,84,60,66,61,71,81,77,65
Trbovlje,101,52,64,83,85,74,55,48,54,54,44,101
Murska S.-Rakičan,74,68,59,56,48,37,38,58,53,66,65,74
Nova Gorica,129,122,100,91,68,68,67,86,92,92,83,129
Koper,83,90,88,94,75,92,64,51,67,61,64,83
Vnajnarje,38,45,23,24,16,10,12,12,21,24,41,39
Zavodnje,59,103,31,93,61,34,41,39,36,62,41,52
Škale,48,73,56,41,65,48,35,33,49,40,51,55
Kovk,49,91,55,54,41,58,52,34,43,39,53,42
EIS TEB (Sv.Mohor),49,12,27,35,29,35,58,33,27,75,46,43
