Postaja,Jan,Feb,Mar,Apr,Maj,Jun,Jul,Avg,Sep,Okt,Nov,Dec
LJ Bežigrad,128,172,135,87,71,60,68,95,94,109,94,102
Maribor,103,90,94,80,63,91,62,61,70,98,63,71
Celje,104,105,111,115,71,53,66,73,64,103,89,102
MS Rakičan,82,68,/,39,51,48,44,40,38,42,72,70
Nova Gorica,135,110,111,91,64,73,88,94,82,97,104,121
Trbovlje,74,71,84,70,58,44,50,55,55,107,99,105
Zagorje,88,81,82,61,55,83,45,64,43,79,67,75
Koper,50,85,106,73,77,82,92,89,58,63,77,84
Iskrba,10,13,5,5,3,3,5,4,4,9,9,13
Vnajnarje,61,66,51,30,35,31,26,24,27,37,45,87
Šoštanj,71,61,75,68,73,48,84,51,46,44,47,46
Zavodnje,77,66,57,39,23,33,41,70,19,52,40,54
Škale,51,93,72,84,39,37,54,79,41,51,34,38
Kovk,/,37,47,48,28,/,/,/,/,/,/,/
Dobovec,/,/,6,/,/,/,/,/,/,/,/,/
Sv. Mohor,61,43,24,26,14,21,23,18,19,27,41,45
LJ Center,142,202,154,119,106,147,124,158,97,130,108,129
CE Gaji,116,78,70,61,47,37,46,44,50,65,77,71
MB Vrbanski,88,91,66,53,38,33,27,27,37,45,54,60
