Postaja,Jan,Feb,Mar,Apr,Maj,Jun,Jul,Avg,Sep,Okt,Nov,Dec
Ljubljana Bežigrad,161,176,109,104,74,65,66,74,74,98,86,158
Ljubljana center,190,225,167,172,130,124,113,122,119,126,111,185
Maribor center,111,137,130,102,91,111,94,88,94,98,109,174
Celje,118,126,93,72,60,64,72,77,70,79,54,101
Trbovlje,87,96,71,66,50,40,44,41,60,78,96,100
Hrastnik,78,72,67,74,69,56,72,47,40,74,65,61
Nova Gorica,116,135,113,101,81,99,79,66,79,89,91,113
Koper,102,85,93,107,59,81,82,79,96,92,73,71
Vnajnarje,50,68,31,17,22,19,12,18,18,30,27,54
Zavodnje,63,35,61,55,25,28,67,43,34,48,46,47
Škale,37,61,73,36,55,74,51,45,29,43,47,53
Kovk,48,50,33,21,29,62,98,70,42,40,46,111
Dobovec,51,53,122,92,28,23,18,29,33,43,42,39
Sv. Mohor,37,26,18,20,18,20,16,32,30,34,29,31
