Postaja,Jan,Feb,Mar,Apr,Maj,Jun,Jul,Avg,Sep,Okt,Nov,Dec
LJ Bežigrad,174,88,105,89,79,62,50,76,99,76,93,154
Maribor,108,97,74,75,53,/,61,57,91,53,117,135
Celje,122,83,93,83,66,48,35,35,46,32,74,93
MS Rakičan,74,54,59,48,35,23,32,54,61,67,58,70
Nova Gorica,88,67,77,66,53,79,73,70,88,69,104,141
Trbovlje,73,63,67,60,63,40,40,41,45,56,60,82
Zagorje,86,73,86,80,62,45,39,37,55,56,75,89
Koper,81,76,65,87,52,51,44,27,27,51,45,51
Vnajnarje,43,24,25,35,17,26,11,18,24,28,51,110
Zavodnje,31,17,19,35,30,9,30,57,53,32,29,65
Škale,63,73,25,35,26,15,28,55,33,45,26,49
Kovk,45,40,45,28,48,28,20,34,23,67,34,29
Dobovec,19,9,19,5,3,17,7,17,5,18,7,1
Sv. Mohor,60,31,21,27,21,13,13,15,18,33,47,47
LJ Center,107,80,93,80,70,71,68,58,71,48,60,133
AMP Gaji,103,41,53,50,40,29,28,24,43,52,75,84
Zelena trava,60,31,34,22,13,/,/,/,/,/,/,/
