Postaja,Jan,Feb,Mar,Apr,Maj,Jun,Jul,Avg,Sep,Okt,Nov,Dec
Ljubljana Bežigrad,91,89,109,98,71,70,88,66,80,93,86,95
Maribor,200,213,110,109,219,132,144,81,87,94,85,95
Celje,84,99,93,84,59,55,70,52,86,74,84,83
Trbovlje,63,70,85,82,57,76,77,58,69,73,73,79
Murska S.-Rakičan,70,61,75,82,60,49,51,58,77,75,60,62
Nova Gorica,70,81,86,112,66,57,81,67,73,89,98,100
Vnajnarje,48,60,36,30,26,27,11,26,28,21,41,39
Zavodnje,55,96,74,39,39,51,86,55,90,54,68,50
Škale,47,66,55,47,61,56,47,32,26,30,4,57
Kovk,75,63,73,70,64,65,66,72,46,47,52,53
EIS TEB (Sv.Mohor),59,32,19,32,18,35,42,50,42,50,44,55
