Postaja,Jan,Feb,Mar,Apr,Maj,Jun,Jul,Avg,Sep,Okt,Nov,Dec
CE bolnica,59.0,24.0,17.0,21.0,11.0,10.0,10.0,13.0,14.0,14.0,30.0,29.0
CE Mariborska,66.0,28.0,24.0,26.0,15.0,14.0,14.0,18.0,19.0,19.0,35.0,32.0
Hrastnik,37.0,19.0,19.0,20.0,13.0,12.0,13.0,15.0,14.0,15.0,24.0,21.0
Iskrba,9.0,6.0,8.0,14.0,9.0,,,,10.0,9.0,9.0,6.0
Koper,33.0,28.0,17.0,18.0,13.0,11.0,13.0,16.0,15.0,15.0,22.0,22.0
Kranj,38.0,21.0,16.0,18.0,11.0,10.0,11.0,14.0,14.0,15.0,27.0,25.0
LJ Bežigrad,53.0,23.0,18.0,21.0,13.0,12.0,15.0,17.0,18.0,16.0,28.0,25.0
LJ Biotehniška,45.0,20.0,16.0,19.0,11.0,10.0,13.0,15.0,14.0,14.0,23.0,23.0
LJ Celovška,,26.0,19.0,22.0,14.0,13.0,14.0,17.0,18.0,18.0,28.0,26.0
LJ Gospodarsko,56.0,,,,,,,,,,,
MB Titova,49.0,21.0,19.0,21.0,15.0,14.0,15.0,19.0,20.0,18.0,25.0,22.0
MB Vrbanski,35.0,15.0,14.0,17.0,10.0,11.0,10.0,13.0,15.0,13.0,20.0,18.0
MS Cankarjeva,53.0,26.0,21.0,22.0,12.0,13.0,14.0,17.0,19.0,22.0,35.0,29.0
MS Rakičan,45.0,21.0,18.0,21.0,11.0,13.0,13.0,16.0,18.0,16.0,27.0,24.0
NG Grčna,38.0,34.0,17.0,18.0,12.0,11.0,13.0,14.0,14.0,16.0,24.0,23.0
NG Vojkova,40.0,38.0,20.0,21.0,14.0,14.0,15.0,17.0,17.0,19.0,25.0,24.0
Novo mesto,46.0,20.0,18.0,20.0,11.0,10.0,11.0,14.0,14.0,14.0,24.0,23.0
Ptuj,45.0,18.0,18.0,20.0,11.0,11.0,11.0,14.0,14.0,14.0,28.0,29.0
Trbovlje,49.0,24.0,21.0,23.0,11.0,11.0,12.0,13.0,14.0,16.0,30.0,26.0
Velenje,31.0,16.0,14.0,18.0,10.0,11.0,12.0,14.0,14.0,12.0,20.0,18.0
Zagorje,56.0,25.0,22.0,23.0,13.0,13.0,15.0,17.0,15.0,18.0,36.0,26.0
Žerjav,41.0,23.0,21.0,25.0,16.0,14.0,16.0,17.0,19.0,20.0,27.0,24.0
Pesje,19.0,13.0,22.0,20.0,12.0,11.0,12.0,14.0,15.0,12.0,16.0,16.0
Škale,20.0,12.0,21.0,18.0,14.0,14.0,15.0,18.0,16.0,11.0,16.0,16.0
Šoštanj,29.0,17.0,22.0,21.0,12.0,11.0,13.0,14.0,15.0,14.0,24.0,22.0
LJ Center,64.0,32.0,35.0,32.0,20.0,18.0,19.0,23.0,23.0,23.0,39.0,34.0
Medvode,26.0,11.0,4.0,4.0,4.0,12.0,13.0,17.0,16.0,18.0,31.0,30.0
CE Gaji,45.0,20.0,26.0,20.0,13.0,13.0,16.0,18.0,13.0,17.0,26.0,29.0
MB Tezno,42.0,21.0,26.0,21.0,12.0,12.0,14.0,15.0,15.0,18.0,29.0,24.0
Miklavič,54.0,22.0,29.0,24.0,12.0,12.0,15.0,15.0,16.0,17.0,29.0,25.0
Spuhlja,56.0,25.0,33.0,25.0,13.0,15.0,16.0,16.0,16.0,19.0,34.0,29.0
Ruše,41.0,17.0,21.0,18.0,12.0,11.0,12.0,13.0,11.0,13.0,21.0,27.0
Grosuplje,59.0,31.0,37.0,27.0,18.0,23.0,21.0,19.0,17.0,20.0,31.0,27.0
Morsko,24.0,26.0,21.0,17.0,9.0,10.0,12.0,12.0,11.0,12.0,17.0,14.0
Gorenje polje,29.0,30.0,23.0,19.0,10.0,11.0,13.0,13.0,14.0,14.0,19.0,15.0
