Postaja,Jan,Feb,Mar,Apr,Maj,Jun,Jul,Avg,Sep,Okt,Nov,Dec
LJ Bežigrad,54,36,26,16,14,16.0,16.0,17.0,13.0,26.0,26.0,34.0
Maribor,67,49,28,21,19,21.0,16.0,18.0,16.0,26.0,26.0,25.0
Celje,76,46,35,21,18,19.0,15.0,19.0,15.0,29.0,33.0,36.0
MS Rakičan,73,51,27,17,15,16.0,14.0,16.0,14.0,28.0,32.0,34.0
Nova Gorica,37,32,27,17,14,17.0,15.0,17.0,13.0,29.0,26.0,30.0
Trbovlje,59,41,31,18,15,15.0,14.0,22.0,28.0,31.0,32.0,40.0
Zagorje,69,48,33,18,16,16.0,15.0,17.0,15.0,30.0,32.0,36.0
Hrastnik,51,35,25,16,15,16.0,14.0,17.0,13.0,24.0,23.0,25.0
Koper,25,29,24,18,14,16.0,15.0,19.0,12.0,28.0,17.0,21.0
Iskrba,22,15,14,12,11,13.0,12.0,12.0,9.0,12.0,8.0,7.0
Žerjav,47,28,22,16,15,17.0,14.0,16.0,14.0,22.0,24.0,30.0
LJ Biotehniška,54,37,26,17,15,19.0,16.0,18.0,13.0,24.0,25.0,37.0
Kranj,52,36,27,18,15,15.0,13.0,17.0,13.0,25.0,28.0,35.0
Novo mesto,69,51,29,16,15,16.0,14.0,16.0,13.0,24.0,30.0,31.0
Velenje,48,31,25,14,13,16.0,13.0,17.0,12.0,23.0,19.0,15.0
LJ Gospodarsko,61,42,31,20,18,19.0,18.0,21.0,17.0,32.0,31.0,39.0
NG Grčna,39,29,30,20,17,20.0,17.0,19.0,16.0,32.0,27.0,29.0
CE Mariborska,83,49,36,22,20,18.0,16.0,21.0,17.0,33.0,36.0,39.0
MB Vrbanski,52,35,22,14,15,17.0,14.0,15.0,10.0,16.0,17.0,15.0
Vnajnarje,33,26,21,17,17,24.0,23.0,21.0,15.0,22.0,16.0,17.0
Pesje,45,37,35,28,21,25.0,24.0,20.0,12.0,19.0,13.0,11.0
Škale,33,22,17,13,13,15.0,14.0,16.0,12.0,18.0,15.0,12.0
Šoštanj,42,30,25,13,9,8.0,8.0,17.0,15.0,25.0,23.0,18.0
Prapretno,30,24,22,16,16,,,,,,,
Morsko,31,25,20,13,12,15.0,15.0,14.0,10.0,23.0,16.0,22.0
Gorenje Polje,29,25,24,14,13,17.0,15.0,15.0,11.0,25.0,19.0,24.0
LJ Center,68,49,41,23,21,23.0,23.0,28.0,23.0,23.0,26.0,44.0
CE Gaji,67,39,30,14,13,17.0,11.0,15.0,8.0,24.0,30.0,33.0
Miklavič,85,48,32,18,16,18.0,17.0,18.0,13.0,27.0,33.0,35.0
Ptuj,70,45,27,16,15,17.0,17.0,18.0,12.0,23.0,25.0,26.0
Ruša,55,38,22,14,14,16.0,15.0,15.0,10.0,18.0,18.0,16.0
