Postaja,Jan,Feb,Mar,Apr,Maj,Jun,Jul,Avg,Sep,Okt,Nov,Dec
CE bolnica,25,40,25,15,17.0,19.0,15.0,16.0,18.0,17.0,20.0,28.0
CE Ljubljanska,25,38,25,15,15.0,16.0,12.0,14.0,17.0,16.0,20.0,28.0
Hrastnik,16,31,20,12,14.0,16.0,14.0,16.0,17.0,16.0,15.0,21.0
IB Gregorčičeva,18,34,19,16,18.0,20.0,19.0,17.0,20.0,19.0,20.0,27.0
IB Rečica,10,28,13,13,15.0,18.0,14.0,14.0,16.0,15.0,10.0,16.0
Iskrba,5,9,7,6,10.0,14.0,15.0,14.0,14.0,12.0,4.0,5.0
Koper,19,36,14,11,13.0,15.0,16.0,15.0,17.0,20.0,13.0,20.0
Kranj,24,36,22,12,13.0,14.0,13.0,15.0,16.0,17.0,19.0,26.0
LJ Bežigrad,19,39,21,13,14.0,17.0,16.0,18.0,19.0,19.0,21.0,29.0
LJ Celovška,23,41,23,14,15.0,17.0,14.0,17.0,19.0,19.0,21.0,30.0
LJ Vič,21,37,20,14,16.0,17.0,14.0,16.0,16.0,16.0,20.0,26.0
MB Titova,21,30,24,15,20.0,21.0,18.0,17.0,21.0,20.0,18.0,22.0
MB Vrbanski,15,20,16,10,13.0,14.0,13.0,12.0,16.0,15.0,12.0,13.0
MS Cankarjeva,36,46,29,15,15.0,17.0,14.0,16.0,20.0,20.0,27.0,44.0
MS Rakičan,20,30,20,13,13.0,17.0,14.0,14.0,18.0,17.0,19.0,31.0
NG Grčna,20,39,19,12,11.0,14.0,14.0,14.0,17.0,19.0,17.0,29.0
NG Vojkova,25,43,22,15,14.0,17.0,16.0,17.0,20.0,23.0,21.0,32.0
Novo mesto,22,30,18,12,12.0,14.0,13.0,14.0,15.0,15.0,18.0,24.0
Ptuj,21,37,22,15,18.0,22.0,14.0,16.0,18.0,17.0,17.0,27.0
Trbovlje,19,35,19,11,13.0,14.0,12.0,13.0,14.0,14.0,17.0,26.0
Velenje,13,26,17,9,12.0,14.0,11.0,14.0,15.0,15.0,11.0,15.0
Zagorje,22,36,20,13,14.0,16.0,14.0,16.0,17.0,16.0,19.0,26.0
Žerjav,22,25,22,15,18.0,20.0,15.0,37.0,24.0,21.0,20.0,24.0
Pesje,13,26,17,11,13.0,15.0,11.0,14.0,16.0,15.0,11.0,14.0
Škale,13,22,13,9,10.0,11.0,8.0,10.0,10.0,8.0,8.0,11.0
Šoštanj,14,24,17,12,15.0,17.0,11.0,15.0,18.0,14.0,12.0,17.0
Mobilna TEŠ,15,25,16,9,11.0,12.0,8.0,12.0,13.0,11.0,10.0,15.0
LJ Center,26,45,32,19,20.0,22.0,18.0,22.0,24.0,24.0,28.0,38.0
Zadobrova,23,31,28,18,22.0,26.0,25.0,28.0,23.0,24.0,27.0,26.0
Medvode,25,36,21,13,13.0,12.0,9.0,15.0,16.0,17.0,20.0,28.0
MB Tezno,22,32,21,13,15.0,17.0,14.0,15.0,17.0,18.0,19.0,29.0
Pobrežje,20,29,21,13,15.0,18.0,15.0,16.0,19.0,19.0,18.0,22.0
Radvanje,16,24,18,11,14.0,16.0,12.0,14.0,15.0,15.0,14.0,17.0
Miklavič,26,37,22,14,,,,,,,,
Spuhlja,26,44,27,17,17.0,19.0,15.0,17.0,17.0,18.0,21.0,34.0
Ruše,17,20,17,11,13.0,15.0,12.0,13.0,14.0,17.0,14.0,13.0
Morsko,15,30,14,9,9.0,13.0,12.0,12.0,13.0,14.0,10.0,20.0
Gorenje polje,18,35,19,11,12.0,14.0,12.0,14.0,16.0,17.0,12.0,21.0
