Postaja,Jan,Feb,Mar,Apr,Maj,Jun,Jul,Avg,Sep,Okt,Nov,Dec
LJ Bežigrad,41,38,31,19,16,19,19,23,17,24,41,47
Maribor,42,42,35,20,20,21,21,23,16,26,33,41
Celje,51,47,39,18,15,18,20,22,18,30,48,63
MS Rakičan,40,41,33,17,14,17,18,24,13,26,48,48
Nova Gorica,36,28,24,18,14,16,20,19,16,14,33,46
Trbovlje,42,46,38,22,15,18,21,21,15,25,40,45
Zagorje,46,49,41,22,17,19,20,22,16,26,47,56
Hrastnik,32,35,30,17,14,17,19,21,15,21,31,39
Koper,27,21,23,20,15,16,21,22,16,13,36,50
Iskrba,9,13,15,9,10,14,16,17,13,11,12,12
Žerjav,30,32,31,18,18,30,22,20,17,21,26,39
LJ Biotehniška,39,38,29,18,18,19,21,23,17,22,38,46
Kranj,40,37,34,17,16,17,19,21,16,23,35,46
Novo mesto,50,48,34,16,13,18,19,22,16,24,39,44
Velenje,24,29,32,16,13,17,18,20,14,19,29,30
MB Vrbanski,29,21,24,17,13,14,15,12,14,20,26,19
Vnajnarje,27,22,28,21,17,18,18,15,18,14,14,10
Pesje,27,22,31,22,16,21,20,19,20,29,28,19
Škale,22,19,23,18,14,15,13,12,14,18,19,14
Šoštanj,17,13,17,10,7,10,10,10,12,16,18,17
Prapretno,22,20,28,21,16,18,17,14,17,21,23,17
Kovk,13,12,21,14,8,12,10,10,11,14,13,7
Dobovec,7,8,18,14,9,11,9,7,10,12,11,6
LJ Center,54,51,51,34,26,28,30,27,31,37,44,45
AMP Gaji,36,45,43,25,18,21,20,19,20,30,37,37
Zelena trava,16,16,23,15,10,13,12,11,11,17,20,13
