Postaja,Jan,Feb,Mar,Apr,Maj,Jun,Jul,Avg,Sep,Okt,Nov,Dec
CE bolnica,39,28,38,16,20,20,17.0,16,12,26,23,27
CE Ljubljanska,39,30,38,17,18,17,15.0,13,11,23,23,27
Hrastnik,30,20,29,14,16,17,14.0,14,11,26,18,17
Iskrba,6,5,14,8,14,18,15.0,12,8,18,7,5
Koper,24,20,24,13,18,20,18.0,12,10,25,13,24
Kranj,36,21,31,14,16,17,14.0,12,10,24,22,21
LJ Bežigrad,41,22,30,13,17,21,18.0,15,11,26,20,19
LJ Celovška,42,25,32,15,18,17,17.0,14,12,27,21,21
LJ Vič,41,23,33,14,17,18,17.0,14,11,26,21,21
MB Titova,30,23,31,17,25,22,19.0,17,14,28,22,24
MB Vrbanski,21,15,25,13,15,14,13.0,12,10,22,16,18
MS Cankarjeva,50,30,42,18,19,18,15.0,16,13,30,35,43
MS Rakičan,36,21,31,14,16,14,15.0,14,12,24,23,30
NG Grčna,31,25,27,13,14,16,18.0,12,10,21,19,26
NG Vojkova,32,29,31,17,19,18,,16,15,27,21,30
Novo mesto,31,20,28,13,15,16,14.0,13,9,22,21,25
Ptuj,35,19,35,15,18,18,17.0,16,12,27,25,28
Trbovlje,38,21,27,13,15,15,12.0,12,10,24,19,19
Velenje,19,17,27,12,15,15,10.0,12,9,22,13,14
Zagorje,42,25,32,15,17,18,14.0,14,11,27,20,19
Žerjav,29,23,30,14,22,20,16.0,16,15,28,21,21
Pesje,18,15,31,13,15,14,13.0,12,8,20,13,15
Škale,20,17,30,12,13,13,10.0,10,8,17,12,14
Šoštanj,22,15,28,11,13,13,13.0,7,7,17,13,15
Mobilna TEŠ,21,16,29,11,13,13,11.0,10,8,19,14,16
LJ Center,44,27,42,18,21,22,19.0,18,14,34,24,23
Zadobrova,34,21,32,18,21,24,25.0,21,15,26,19,21
Medvode,34,25,38,17,19,18,15.0,14,10,25,22,23
MB Tezno,36,22,32,15,17,16,15.0,15,12,26,21,26
Miklavič,38,21,35,15,17,16,15.0,14,12,27,23,28
Spuhlja,44,28,41,19,19,18,15.0,15,14,26,27,33
Ruše,22,18,25,13,16,15,13.0,14,11,23,18,19
Morsko,18,16,20,12,13,16,15.0,10,8,21,12,16
Gorenje polje,20,24,22,14,15,18,17.0,13,9,22,15,17
