Postaja,Jan,Feb,Mar,Apr,Maj,Jun,Jul,Avg,Sep,Okt,Nov,Dec
Ljubljana Bež.,68,48,37,25,26,30,30,22,32,39,34,37
Maribor,71,53,49,33,32,39,38,28,43,52,49,48
Celje,75,53,38,25,27,31,28,19,33,36,40,40
Trbovlje,68,60,46,32,31,35,34,23,37,49,39,49
Zagorje,85,73,61,33,33,39,34,23,36,47,48,55
Murska S.-Rakičan,86,45,36,24,25,29,29,17,32,34,37,39
Nova Gorica,39,35,35,24,29,36,32,24,30,37,45,41
Koper,33,33,39,34,35,43,40,30,37,31,33,31
Iskrba,30,16,17,12,15,19,18,10,16,16,12,13
EIS-Celje,90,68,48,37,29,33,28,22,33,45,48,53
Vnajnarje,38,34,29,19,21,24,28,15,27,28,30,18
Pesje,47,35,32,23,26,29,26,16,29,25,25,24
Škale,46,32,29,20,24,27,24,15,27,23,21,23
Prapretno,56,33,33,26,31,37,35,23,34,34,33,33
