Postaja,Jan,Feb,Mar,Apr,Maj,Jun,Jul,Avg,Sep,Okt,Nov,Dec
Ljubljana Bež.,54.0,48.0,24.0,21,24,22,20,21,24.0,37.0,37.0,27.0
Maribor,50.0,50.0,32.0,25,30,28,27,25,28.0,40.0,38.0,33.0
Celje,55.0,49.0,26.0,23,26,20,18,19,24.0,35.0,35.0,30.0
Trbovlje,69.0,60.0,35.0,25,19,21,22,24,31.0,50.0,51.0,33.0
Zagorje,69.0,64.0,39.0,29,28,31,28,27,39.0,67.0,70.0,41.0
Murska S.-Rakičan,53.0,43.0,23.0,21,24,22,21,19,25.0,36.0,35.0,32.0
Nova Gorica,36.0,51.0,25.0,25,33,29,31,29,26.0,32.0,30.0,30.0
Koper,28.0,41.0,22.0,18,24,21,0,0,16.0,31.0,24.0,21.0
Iskrba,13.0,17.0,11.0,13,17,15,17,17,23.0,22.0,15.0,14.0
Morsko,27.0,60.0,20.0,17,18,17,15,15,14.0,23.0,21.0,17.0
Gorenje Polje,33.0,71.0,23.0,22,20,17,16,16,17.0,30.0,26.0,22.0
MO Maribor,50.0,51.0,30.0,33,34,30,27,27,32.0,37.0,34.0,30.0
Vnajnarje,,,,19,25,25,22,27,,,,
Pesje,27.0,33.0,16.0,17,24,17,17,16,19.0,23.0,18.0,16.0
Škale,29.0,31.0,17.0,17,24,19,18,19,24.0,24.0,21.0,20.0
Prapretno,34.0,42.0,26.0,24,33,26,28,27,27.0,30.0,27.0,26.0
