Postaja,Leto,Mesec,SO2
razbor,1997,Nov,
skale,1997,Nov,15.0
kovk,1997,Nov,39.0
dobovec,1997,Nov,78.0
kum,1997,Nov,38.0
ravenska vas,1997,Nov,86.0
vnajnarje,1997,Nov,18.0
eis celje,1997,Nov,17.0
eis krsko,1997,Nov,42.0
ljubljana f.,1997,Dec,28.0
ljubljana b.,1997,Dec,31.0
maribor,1997,Dec,27.0
celje,1997,Dec,37.0
trbovlje,1997,Dec,57.0
hrastnik,1997,Dec,27.0
zagorje,1997,Dec,23.0
sostanj,1997,Dec,6.0
topolsica,1997,Dec,6.0
veliki vrh,1997,Dec,95.0
zavodnje,1997,Dec,41.0
velenje,1997,Dec,10.0
graska gora,1997,Dec,23.0
razbor,1997,Dec,
skale,1997,Dec,15.0
kovk,1997,Dec,50.0
dobovec,1997,Dec,58.0
kum,1997,Dec,28.0
ravenska vas,1997,Dec,83.0
vnajnarje,1997,Dec,24.0
eis celje,1997,Dec,37.0
eis krsko,1997,Dec,32.0
ljubljana f.,1998,Jan,29.0
ljubljana b.,1998,Jan,35.0
maribor,1998,Jan,26.0
celje,1998,Jan,37.0
trbovlje,1998,Jan,49.0
hrastnik,1998,Jan,24.0
zagorje,1998,Jan,36.0
sostanj,1998,Jan,33.0
topolsica,1998,Jan,19.0
veliki vrh,1998,Jan,112.0
zavodnje,1998,Jan,56.0
velenje,1998,Jan,14.0
graska gora,1998,Jan,41.0
skale,1998,Jan,21.0
kovk,1998,Jan,91.0
dobovec,1998,Jan,79.0
kum,1998,Jan,15.0
ravenska vas,1998,Jan,68.0
vnajnarje,1998,Jan,26.0
eis celje,1998,Jan,47.0
eis krsko,1998,Jan,72.0
skale,1998,Jan,38.0
ljubljana f.,1998,Feb,57.0
ljubljana b.,1998,Feb,72.0
maribor,1998,Feb,27.0
celje,1998,Feb,53.0
trbovlje,1998,Feb,72.0
hrastnik,1998,Feb,36.0
zagorje,1998,Feb,44.0
sostanj,1998,Feb,42.0
topolsica,1998,Feb,35.0
veliki vrh,1998,Feb,101.0
zavodnje,1998,Feb,66.0
velenje,1998,Feb,19.0
graska gora,1998,Feb,42.0
skale,1998,Feb,31.0
kovk,1998,Feb,86.0
dobovec,1998,Feb,61.0
kum,1998,Feb,22.0
ravenska vas,1998,Feb,87.0
vnajnarje,1998,Feb,36.0
eis celje,1998,Feb,68.0
eis krsko,1998,Feb,148.0
skale,1998,Feb,53.0
ljubljana f.,1998,Mar,42.0
ljubljana b.,1998,Mar,49.0
maribor,1998,Mar,21.0
celje,1998,Mar,25.0
trbovlje,1998,Mar,39.0
hrastnik,1998,Mar,24.0
zagorje,1998,Mar,32.0
sostanj,1998,Mar,25.0
topolsica,1998,Mar,28.0
veliki vrh,1998,Mar,62.0
zavodnje,1998,Mar,46.0
velenje,1998,Mar,15.0
graska gora,1998,Mar,46.0
skale,1998,Mar,40.0
kovk,1998,Mar,63.0
dobovec,1998,Mar,43.0
kum,1998,Mar,22.0
ravenska vas,1998,Mar,78.0
vnajnarje,1998,Mar,24.0
eis celje,1998,Mar,32.0
eis krsko,1998,Mar,30.0
skale,1998,Mar,34.0
ljubljana f.,1998,Apr,21.0
ljubljana b.,1998,Apr,16.0
maribor,1998,Apr,17.0
celje,1998,Apr,17.0
trbovlje,1998,Apr,21.0
hrastnik,1998,Apr,33.0
zagorje,1998,Apr,14.0
sostanj,1998,Apr,119.0
topolsica,1998,Apr,12.0
veliki vrh,1998,Apr,30.0
zavodnje,1998,Apr,28.0
velenje,1998,Apr,7.0
graska gora,1998,Apr,52.0
skale,1998,Apr,28.0
kovk,1998,Apr,106.0
dobovec,1998,Apr,27.0
kum,1998,Apr,16.0
ravenska vas,1998,Apr,52.0
vnajnarje,1998,Apr,17.0
eis celje,1998,Apr,24.0
eis krsko,1998,Apr,31.0
skale,1998,Apr,18.0
ljubljana f.,1998,Maj,12.0
ljubljana b.,1998,Maj,10.0
maribor,1998,Maj,12.0
celje,1998,Maj,9.0
trbovlje,1998,Maj,17.0
hrastnik,1998,Maj,17.0
zagorje,1998,Maj,24.0
sostanj,1998,Maj,38.0
topolsica,1998,Maj,16.0
veliki vrh,1998,Maj,34.0
zavodnje,1998,Maj,26.0
velenje,1998,Maj,5.0
graska gora,1998,Maj,22.0
skale,1998,Maj,11.0
kovk,1998,Maj,38.0
dobovec,1998,Maj,39.0
kum,1998,Maj,19.0
ravenska vas,1998,Maj,102.0
vnajnarje,1998,Maj,12.0
eis celje,1998,Maj,15.0
eis krsko,1998,Maj,59.0
skale,1998,Maj,10.0
ljubljana f.,1998,Jun,9.0
ljubljana b.,1998,Jun,10.0
maribor,1998,Jun,7.0
celje,1998,Jun,8.0
trbovlje,1998,Jun,12.0
hrastnik,1998,Jun,11.0
zagorje,1998,Jun,7.0
sostanj,1998,Jun,71.0
topolsica,1998,Jun,17.0
veliki vrh,1998,Jun,57.0
zavodnje,1998,Jun,31.0
velenje,1998,Jun,7.0
graska gora,1998,Jun,19.0
skale,1998,Jun,21.0
kovk,1998,Jun,33.0
dobovec,1998,Jun,15.0
kum,1998,Jun,11.0
ravenska vas,1998,Jun,47.0
vnajnarje,1998,Jun,4.0
eis celje,1998,Jun,10.0
eis krsko,1998,Jun,25.0
skale,1998,Jun,8.0
ljubljana f.,1998,Jul,8.0
ljubljana b.,1998,Jul,12.0
maribor,1998,Jul,6.0
celje,1998,Jul,8.0
trbovlje,1998,Jul,23.0
hrastnik,1998,Jul,24.0
zagorje,1998,Jul,18.0
sostanj,1998,Jul,31.0
topolsica,1998,Jul,31.0
veliki vrh,1998,Jul,36.0
zavodnje,1998,Jul,27.0
velenje,1998,Jul,6.0
graska gora,1998,Jul,25.0
skale,1998,Jul,10.0
kovk,1998,Jul,63.0
dobovec,1998,Jul,67.0
kum,1998,Jul,13.0
ravenska vas,1998,Jul,93.0
vnajnarje,1998,Jul,6.0
eis celje,1998,Jul,8.0
eis krsko,1998,Jul,36.0
skale,1998,Jul,6.0
ljubljana f.,1998,Avg,10.0
ljubljana b.,1998,Avg,12.0
maribor,1998,Avg,8.0
celje,1998,Avg,11.0
trbovlje,1998,Avg,18.0
hrastnik,1998,Avg,15.0
zagorje,1998,Avg,37.0
sostanj,1998,Avg,17.0
topolsica,1998,Avg,15.0
veliki vrh,1998,Avg,35.0
zavodnje,1998,Avg,30.0
velenje,1998,Avg,4.0
graska gora,1998,Avg,12.0
skale,1998,Avg,4.0
kovk,1998,Avg,25.0
dobovec,1998,Avg,57.0
kum,1998,Avg,9.0
ravenska vas,1998,Avg,124.0
vnajnarje,1998,Avg,10.0
eis celje,1998,Avg,4.0
eis krsko,1998,Avg,22.0
skale,1998,Avg,7.0
ljubljana f.,1998,Sep,6.0
ljubljana b.,1998,Sep,10.0
maribor,1998,Sep,8.0
celje,1998,Sep,10.0
trbovlje,1998,Sep,18.0
hrastnik,1998,Sep,17.0
zagorje,1998,Sep,18.0
sostanj,1998,Sep,53.0
topolsica,1998,Sep,14.0
veliki vrh,1998,Sep,35.0
zavodnje,1998,Sep,24.0
velenje,1998,Sep,5.0
graska gora,1998,Sep,28.0
skale,1998,Sep,10.0
kovk,1998,Sep,42.0
dobovec,1998,Sep,37.0
kum,1998,Sep,13.0
ravenska vas,1998,Sep,72.0
vnajnarje,1998,Sep,6.0
eis celje,1998,Sep,12.0
eis krsko,1998,Sep,14.0
skale,1998,Sep,6.0
ljubljana f.,1998,Okt,15.0
ljubljana b.,1998,Okt,20.0
maribor,1998,Okt,15.0
celje,1998,Okt,14.0
trbovlje,1998,Okt,17.0
hrastnik,1998,Okt,23.0
zagorje,1998,Okt,13.0
sostanj,1998,Okt,28.0
topolsica,1998,Okt,9.0
veliki vrh,1998,Okt,41.0
zavodnje,1998,Okt,46.0
velenje,1998,Okt,6.0
graska gora,1998,Okt,53.0
skale,1998,Okt,15.0
kovk,1998,Okt,34.0
dobovec,1998,Okt,65.0
kum,1998,Okt,14.0
ravenska vas,1998,Okt,57.0
vnajnarje,1998,Okt,12.0
eis celje,1998,Okt,27.0
eis krsko,1998,Okt,13.0
skale,1998,Okt,13.0
ljubljana f.,1998,Nov,29.0
ljubljana b.,1998,Nov,43.0
maribor,1998,Nov,22.0
celje,1998,Nov,29.0
trbovlje,1998,Nov,40.0
hrastnik,1998,Nov,41.0
zagorje,1998,Nov,36.0
sostanj,1998,Nov,43.0
topolsica,1998,Nov,13.0
veliki vrh,1998,Nov,89.0
zavodnje,1998,Nov,32.0
velenje,1998,Nov,10.0
graska gora,1998,Nov,21.0
skale,1998,Nov,12.0
kovk,1998,Nov,24.0
dobovec,1998,Nov,64.0
kum,1998,Nov,21.0
ravenska vas,1998,Nov,122.0
vnajnarje,1998,Nov,35.0
eis celje,1998,Nov,57.0
eis krsko,1998,Nov,16.0
skale,1998,Nov,31.0
ljubljana f.,1998,Dec,26.0
ljubljana b.,1998,Dec,40.0
maribor,1998,Dec,41.0
celje,1998,Dec,57.0
trbovlje,1998,Dec,60.0
hrastnik,1998,Dec,57.0
zagorje,1998,Dec,39.0
sostanj,1998,Dec,29.0
topolsica,1998,Dec,35.0
veliki vrh,1998,Dec,124.0
zavodnje,1998,Dec,103.0
velenje,1998,Dec,23.0
graska gora,1998,Dec,25.0
skale,1998,Dec,25.0
kovk,1998,Dec,57.0
dobovec,1998,Dec,94.0
kum,1998,Dec,18.0
ravenska vas,1998,Dec,81.0
vnajnarje,1998,Dec,26.0
eis celje,1998,Dec,
eis krsko,1998,Dec,38.0
skale,1998,Dec,40.0
ljubljana f.,1999,Jan,19.0
ljubljana b.,1999,Jan,28.0
maribor,1999,Jan,32.0
celje,1999,Jan,44.0
trbovlje,1999,Jan,53.0
hrastnik,1999,Jan,48.0
zagorje,1999,Jan,37.0
sostanj,1999,Jan,36.0
topolsica,1999,Jan,31.0
veliki vrh,1999,Jan,179.0
zavodnje,1999,Jan,94.0
velenje,1999,Jan,32.0
graska gora,1999,Jan,38.0
skale,1999,Jan,35.0
kovk,1999,Jan,137.0
dobovec,1999,Jan,134.0
kum,1999,Jan,12.0
ravenska vas,1999,Jan,76.0
vnajnarje,1999,Jan,19.0
eis celje,1999,Jan,52.0
eis krsko,1999,Jan,28.0
ljubljana f.,1999,Feb,23.0
ljubljana b.,1999,Feb,25.0
maribor,1999,Feb,32.0
celje,1999,Feb,33.0
trbovlje,1999,Feb,47.0
hrastnik,1999,Feb,26.0
zagorje,1999,Feb,31.0
sostanj,1999,Feb,53.0
topolsica,1999,Feb,35.0
veliki vrh,1999,Feb,101.0
zavodnje,1999,Feb,56.0
velenje,1999,Feb,15.0
graska gora,1999,Feb,53.0
skale,1999,Feb,25.0
kovk,1999,Feb,132.0
dobovec,1999,Feb,39.0
kum,1999,Feb,29.0
ravenska vas,1999,Feb,34.0
vnajnarje,1999,Feb,14.0
eis celje,1999,Feb,45.0
eis krsko,1999,Feb,48.0
ljubljana f.,1999,Mar,27.0
ljubljana b.,1999,Mar,22.0
maribor,1999,Mar,23.0
celje,1999,Mar,16.0
trbovlje,1999,Mar,27.0
hrastnik,1999,Mar,20.0
zagorje,1999,Mar,30.0
sostanj,1999,Mar,73.0
topolsica,1999,Mar,25.0
veliki vrh,1999,Mar,72.0
zavodnje,1999,Mar,39.0
velenje,1999,Mar,14.0
graska gora,1999,Mar,67.0
skale,1999,Mar,39.0
kovk,1999,Mar,70.0
dobovec,1999,Mar,19.0
kum,1999,Mar,12.0
ravenska vas,1999,Mar,73.0
vnajnarje,1999,Mar,28.0
eis celje,1999,Mar,23.0
eis krsko,1999,Mar,28.0
ljubljana f.,1999,Apr,19.0
ljubljana b.,1999,Apr,16.0
maribor,1999,Apr,14.0
celje,1999,Apr,12.0
trbovlje,1999,Apr,20.0
hrastnik,1999,Apr,18.0
zagorje,1999,Apr,18.0
sostanj,1999,Apr,84.0
topolsica,1999,Apr,13.0
veliki vrh,1999,Apr,72.0
zavodnje,1999,Apr,20.0
velenje,1999,Apr,6.0
graska gora,1999,Apr,54.0
skale,1999,Apr,18.0
kovk,1999,Apr,91.0
dobovec,1999,Apr,52.0
kum,1999,Apr,23.0
ravenska vas,1999,Apr,59.0
vnajnarje,1999,Apr,19.0
eis celje,1999,Apr,17.0
eis krsko,1999,Apr,43.0
ljubljana f.,1999,Maj,23.0
ljubljana b.,1999,Maj,28.0
maribor,1999,Maj,8.0
celje,1999,Maj,10.0
trbovlje,1999,Maj,16.0
hrastnik,1999,Maj,13.0
zagorje,1999,Maj,23.0
sostanj,1999,Maj,42.0
topolsica,1999,Maj,21.0
veliki vrh,1999,Maj,41.0
zavodnje,1999,Maj,46.0
velenje,1999,Maj,7.0
graska gora,1999,Maj,24.0
skale,1999,Maj,8.0
kovk,1999,Maj,51.0
dobovec,1999,Maj,30.0
kum,1999,Maj,9.0
ravenska vas,1999,Maj,78.0
vnajnarje,1999,Maj,22.0
eis celje,1999,Maj,11.0
eis krsko,1999,Maj,36.0
ljubljana f.,1999,Jun,4.0
ljubljana b.,1999,Jun,8.0
maribor,1999,Jun,5.0
celje,1999,Jun,5.0
trbovlje,1999,Jun,11.0
hrastnik,1999,Jun,5.0
zagorje,1999,Jun,4.0
sostanj,1999,Jun,32.0
topolsica,1999,Jun,8.0
veliki vrh,1999,Jun,31.0
zavodnje,1999,Jun,13.0
velenje,1999,Jun,3.0
graska gora,1999,Jun,7.0
skale,1999,Jun,4.0
kovk,1999,Jun,6.0
dobovec,1999,Jun,3.0
kum,1999,Jun,13.0
ravenska vas,1999,Jun,31.0
vnajnarje,1999,Jun,3.0
eis celje,1999,Jun,4.0
eis krsko,1999,Jun,36.0
ljubljana f.,1999,Jul,5.0
ljubljana b.,1999,Jul,4.0
maribor,1999,Jul,6.0
celje,1999,Jul,7.0
trbovlje,1999,Jul,9.0
hrastnik,1999,Jul,6.0
zagorje,1999,Jul,4.0
sostanj,1999,Jul,29.0
topolsica,1999,Jul,10.0
veliki vrh,1999,Jul,56.0
zavodnje,1999,Jul,16.0
velenje,1999,Jul,2.0
graska gora,1999,Jul,9.0
skale,1999,Jul,4.0
kovk,1999,Jul,7.0
dobovec,1999,Jul,4.0
kum,1999,Jul,14.0
ravenska vas,1999,Jul,34.0
vnajnarje,1999,Jul,3.0
eis celje,1999,Jul,5.0
eis krsko,1999,Jul,42.0
ljubljana f.,1999,Avg,6.0
ljubljana b.,1999,Avg,4.0
maribor,1999,Avg,5.0
celje,1999,Avg,7.0
trbovlje,1999,Avg,11.0
hrastnik,1999,Avg,12.0
zagorje,1999,Avg,24.0
sostanj,1999,Avg,29.0
topolsica,1999,Avg,9.0
veliki vrh,1999,Avg,32.0
zavodnje,1999,Avg,14.0
velenje,1999,Avg,2.0
graska gora,1999,Avg,14.0
skale,1999,Avg,6.0
kovk,1999,Avg,11.0
dobovec,1999,Avg,16.0
kum,1999,Avg,4.0
ravenska vas,1999,Avg,69.0
vnajnarje,1999,Avg,7.0
eis celje,1999,Avg,7.0
eis krsko,1999,Avg,29.0
ljubljana f.,1999,Sep,6.0
ljubljana b.,1999,Sep,5.0
maribor,1999,Sep,8.0
celje,1999,Sep,8.0
trbovlje,1999,Sep,8.0
hrastnik,1999,Sep,12.0
zagorje,1999,Sep,16.0
sostanj,1999,Sep,32.0
topolsica,1999,Sep,8.0
veliki vrh,1999,Sep,48.0
zavodnje,1999,Sep,24.0
velenje,1999,Sep,3.0
graska gora,1999,Sep,18.0
skale,1999,Sep,6.0
kovk,1999,Sep,41.0
dobovec,1999,Sep,29.0
kum,1999,Sep,14.0
ravenska vas,1999,Sep,56.0
vnajnarje,1999,Sep,7.0
eis celje,1999,Sep,11.0
eis krsko,1999,Sep,7.0
ljubljana f.,1999,Okt,10.0
ljubljana b.,1999,Okt,9.0
maribor,1999,Okt,12.0
celje,1999,Okt,11.0
trbovlje,1999,Okt,16.0
hrastnik,1999,Okt,22.0
zagorje,1999,Okt,13.0
sostanj,1999,Okt,28.0
topolsica,1999,Okt,10.0
veliki vrh,1999,Okt,33.0
zavodnje,1999,Okt,29.0
velenje,1999,Okt,5.0
graska gora,1999,Okt,16.0
skale,1999,Okt,9.0
kovk,1999,Okt,27.0
dobovec,1999,Okt,44.0
kum,1999,Okt,15.0
ravenska vas,1999,Okt,55.0
vnajnarje,1999,Okt,9.0
eis celje,1999,Okt,26.0
eis krsko,1999,Okt,38.0
ljubljana f.,1999,Nov,18.0
ljubljana b.,1999,Nov,13.0
maribor,1999,Nov,23.0
celje,1999,Nov,32.0
trbovlje,1999,Nov,29.0
hrastnik,1999,Nov,31.0
zagorje,1999,Nov,24.0
sostanj,1999,Nov,17.0
topolsica,1999,Nov,11.0
veliki vrh,1999,Nov,100.0
zavodnje,1999,Nov,56.0
velenje,1999,Nov,10.0
graska gora,1999,Nov,14.0
skale,1999,Nov,9.0
kovk,1999,Nov,58.0
dobovec,1999,Nov,59.0
kum,1999,Nov,16.0
ravenska vas,1999,Nov,63.0
vnajnarje,1999,Nov,16.0
eis celje,1999,Nov,39.0
eis krsko,1999,Nov,22.0
ljubljana f.,1999,Dec,21.0
ljubljana b.,1999,Dec,18.0
maribor,1999,Dec,38.0
celje,1999,Dec,39.0
trbovlje,1999,Dec,33.0
hrastnik,1999,Dec,35.0
zagorje,1999,Dec,33.0
sostanj,1999,Dec,50.0
topolsica,1999,Dec,29.0
veliki vrh,1999,Dec,109.0
zavodnje,1999,Dec,91.0
velenje,1999,Dec,17.0
graska gora,1999,Dec,98.0
skale,1999,Dec,34.0
kovk,1999,Dec,67.0
dobovec,1999,Dec,59.0
kum,1999,Dec,9.0
ravenska vas,1999,Dec,54.0
vnajnarje,1999,Dec,17.0
eis celje,1999,Dec,
eis krsko,1999,Dec,38.0
ljubljana bezigrad,2000,Jan,39.0
maribor center,2000,Jan,51.0
celje,2000,Jan,51.0
ms rakican,2000,Jan,54.0
nova gorica,2000,Jan,32.0
trbovlje,2000,Jan,47.0
zagorje,2000,Jan,46.0
hrastnik,2000,Jan,33.0
koper,2000,Jan,28.0
iskrba,2000,Jan,12.0
zerjav,2000,Jan,49.0
lj biotehnicna fak.,2000,Jan,36.0
kranj,2000,Jan,40.0
novo mesto,2000,Jan,49.0
velenje,2000,Jan,31.0
vrbanski plato,2000,Jan,33.0
sostanj,2000,Jan,12.0
pesje,2000,Jan,29.0
skale,2000,Jan,15.0
kovk,2000,Jan,16.0
dobovec,2000,Jan,10.0
prapretno,2000,Jan,26.0
lj center,2000,Jan,50.0
vnajnarje,2000,Jan,17.0
zelena trava,2000,Jan,18.0
amp gaji,2000,Jan,44.0
ljubljana bezigrad,2000,Feb,39.0
maribor center,2000,Feb,40.0
celje,2000,Feb,49.0
ms rakican,2000,Feb,44.0
nova gorica,2000,Feb,25.0
trbovlje,2000,Feb,48.0
zagorje,2000,Feb,46.0
hrastnik,2000,Feb,35.0
koper,2000,Feb,19.0
iskrba,2000,Feb,18.0
zerjav,2000,Feb,55.0
lj biotehnicna fak.,2000,Feb,36.0
kranj,2000,Feb,39.0
novo mesto,2000,Feb,51.0
velenje,2000,Feb,29.0
vrbanski plato,2000,Feb,28.0
sostanj,2000,Feb,19.0
pesje,2000,Feb,22.0
skale,2000,Feb,10.0
kovk,2000,Feb,16.0
dobovec,2000,Feb,16.0
prapretno,2000,Feb,28.0
lj center,2000,Feb,51.0
vnajnarje,2000,Feb,17.0
zelena trava,2000,Feb,21.0
amp gaji,2000,Feb,53.0
ljubljana bezigrad,2000,Mar,29.0
maribor center,2000,Mar,34.0
celje,2000,Mar,35.0
ms rakican,2000,Mar,32.0
nova gorica,2000,Mar,20.0
trbovlje,2000,Mar,37.0
zagorje,2000,Mar,37.0
hrastnik,2000,Mar,27.0
koper,2000,Mar,20.0
iskrba,2000,Mar,13.0
zerjav,2000,Mar,27.0
lj biotehnicna fak.,2000,Mar,29.0
kranj,2000,Mar,27.0
novo mesto,2000,Mar,34.0
velenje,2000,Mar,24.0
vrbanski plato,2000,Mar,22.0
sostanj,2000,Mar,15.0
pesje,2000,Mar,
skale,2000,Mar,26.0
kovk,2000,Mar,12.0
dobovec,2000,Mar,10.0
prapretno,2000,Mar,20.0
lj center,2000,Mar,48.0
vnajnarje,2000,Mar,16.0
zelena trava,2000,Mar,15.0
amp gaji,2000,Mar,30.0
ljubljana bezigrad,2000,Apr,21.0
maribor center,2000,Apr,32.0
celje,2000,Apr,28.0
ms rakican,2000,Apr,27.0
nova gorica,2000,Apr,21.0
trbovlje,2000,Apr,29.0
zagorje,2000,Apr,27.0
hrastnik,2000,Apr,24.0
koper,2000,Apr,22.0
iskrba,2000,Apr,15.0
zerjav,2000,Apr,23.0
lj biotehnicna fak.,2000,Apr,25.0
kranj,2000,Apr,21.0
novo mesto,2000,Apr,25.0
velenje,2000,Apr,25.0
vrbanski plato,2000,Apr,22.0
sostanj,2000,Apr,14.0
pesje,2000,Apr,25.0
skale,2000,Apr,20.0
kovk,2000,Apr,16.0
dobovec,2000,Apr,13.0
prapretno,2000,Apr,24.0
lj center,2000,Apr,37.0
vnajnarje,2000,Apr,20.0
zelena trava,2000,Apr,19.0
amp gaji,2000,Apr,25.0
ljubljana bezigrad,2000,Maj,14.0
maribor center,2000,Maj,20.0
celje,2000,Maj,16.0
ms rakican,2000,Maj,15.0
nova gorica,2000,Maj,15.0
trbovlje,2000,Maj,17.0
zagorje,2000,Maj,18.0
hrastnik,2000,Maj,15.0
koper,2000,Maj,15.0
iskrba,2000,Maj,11.0
zerjav,2000,Maj,15.0
lj biotehnicna fak.,2000,Maj,17.0
kranj,2000,Maj,13.0
novo mesto,2000,Maj,15.0
velenje,2000,Maj,13.0
vrbanski plato,2000,Maj,13.0
sostanj,2000,Maj,7.0
pesje,2000,Maj,17.0
skale,2000,Maj,16.0
kovk,2000,Maj,15.0
dobovec,2000,Maj,13.0
prapretno,2000,Maj,17.0
lj center,2000,Maj,32.0
vnajnarje,2000,Maj,16.0
zelena trava,2000,Maj,16.0
amp gaji,2000,Maj,15.0
ljubljana bezigrad,2000,Jun,13.0
maribor center,2000,Jun,22.0
celje,2000,Jun,15.0
ms rakican,2000,Jun,16.0
nova gorica,2000,Jun,16.0
trbovlje,2000,Jun,17.0
zagorje,2000,Jun,16.0
hrastnik,2000,Jun,15.0
koper,2000,Jun,15.0
iskrba,2000,Jun,11.0
zerjav,2000,Jun,15.0
lj biotehnicna fak.,2000,Jun,17.0
kranj,2000,Jun,14.0
novo mesto,2000,Jun,13.0
velenje,2000,Jun,14.0
vrbanski plato,2000,Jun,14.0
sostanj,2000,Jun,9.0
pesje,2000,Jun,19.0
skale,2000,Jun,16.0
kovk,2000,Jun,15.0
dobovec,2000,Jun,9.0
prapretno,2000,Jun,19.0
lj center,2000,Jun,30.0
vnajnarje,2000,Jun,22.0
zelena trava,2000,Jun,10.0
amp gaji,2000,Jun,13.0
ljubljana bezigrad,2000,Jul,17.0
maribor center,2000,Jul,28.0
celje,2000,Jul,19.0
ms rakican,2000,Jul,19.0
nova gorica,2000,Jul,17.0
trbovlje,2000,Jul,20.0
zagorje,2000,Jul,19.0
hrastnik,2000,Jul,18.0
koper,2000,Jul,19.0
iskrba,2000,Jul,15.0
zerjav,2000,Jul,18.0
lj biotehnicna fak.,2000,Jul,20.0
kranj,2000,Jul,20.0
novo mesto,2000,Jul,15.0
velenje,2000,Jul,18.0
vrbanski plato,2000,Jul,18.0
sostanj,2000,Jul,11.0
pesje,2000,Jul,24.0
skale,2000,Jul,20.0
kovk,2000,Jul,16.0
dobovec,2000,Jul,14.0
prapretno,2000,Jul,23.0
lj center,2000,Jul,36.0
vnajnarje,2000,Jul,39.0
zelena trava,2000,Jul,18.0
amp gaji,2000,Jul,17.0
