Postaja,Jan,Feb,Mar,Apr,Maj,Jun,Jul,Avg,Sep,Okt,Nov,Dec
LJ Bežigrad,97,104,110,91,94,57,74,80,61,85,94,152
MB Center,104,93,115,111,69,91,136,95,71,109,95,93
Celje,100,106,115,75,59,57,49,64,85,88,104,114
MS Rakičan,95,92,93,87,38,61,42,39,47,40,67,68
Nova Gorica,104,104,96,85,79,76,66,72,71,53,90,108
Trbovlje,61,62,60,58,42,53,46,42,31,67,97,87
Zagorje,65,70,62,60,44,64,61,71,62,65,70,85
Koper,86,76,90,95,53,68,61,68,65,64,94,107
MB Vrbanski pl.,100,75,64,53,37,29,29,26,35,54,64,72
Vnajnarje,51,40,41,21,19,31,18,33,40,33,41,149
Zavodnje,64,55,48,27,19,78,82,89,68,48,43,94
Škale,48,42,38,41,30,50,60,64,42,59,39,58
Kovk,41,38,44,40,29,30,42,44,56,86,60,76
Dobovec,49,21,31,16,36,46,42,53,77,87,96,89
Sv. Mohor,48,28,34,26,18,16,25,16,19,34,36,49
LJ Center,130,120,144,109,96,91,88,115,106,112,107,142
AMP Gaji,87,101,110,85,54,45,38,58,41,44,58,77
Zelena trava,97,34,57,83,57,61,55,108,81,72,48,51
