Postaja,Jan,Feb,Mar,Apr,Maj,Jun,Jul,Avg,Sep,Okt,Nov,Dec
Ljubljana Bežigrad,83.0,77.0,47.0,32.0,22.0,23.0,22.0,28.0,37.0,49.0,62.0,58.0
Maribor,109.0,100.0,69.0,49.0,49.0,51.0,43.0,42.0,60.0,75.0,104.0,107.0
Celje,94.0,72.0,42.0,30.0,28.0,25.0,22.0,22.0,38.0,47.0,64.0,73.0
Trbovlje,52.0,50.0,33.0,33.0,30.0,31.0,31.0,29.0,41.0,53.0,38.0,55.0
Murska S.-Rakičan,41.0,22.0,18.0,17.0,29.0,10.0,12.0,12.0,15.0,25.0,41.0,35.0
Nova Gorica,67.0,57.0,40.0,31.0,26.0,27.0,21.0,26.0,29.0,43.0,71.0,73.0
Vnajnarje,10.0,11.0,6.0,4.0,3.0,3.0,2.0,3.0,3.0,4.0,7.0,8.0
EIS-Celje,,,,,,,,,,,,
Zavodnje,6.0,11.0,4.0,1.0,1.0,3.0,5.0,2.0,7.0,4.0,8.0,5.0
Škale,20.0,21.0,13.0,7.0,6.0,5.0,6.0,5.0,3.0,2.0,3.0,26.0
Kovk,23.0,19.0,13.0,12.0,11.0,9.0,10.0,13.0,9.0,14.0,19.0,17.0
EIS TEB (Sv.Mohor),8.0,3.0,3.0,2.0,2.0,3.0,8.0,8.0,6.0,6.0,8.0,9.0
