Postaja,Jan,Feb,Mar,Apr,Maj,Jun,Jul,Avg,Sep,Okt,Nov,Dec
Ljubljana B.,67.0,71.0,56.0,37.0,27.0,26.0,22.0,22.0,34.0,44.0,67.0,82.0
Maribor,70.0,62.0,56.0,48.0,47.0,36.0,36.0,39.0,43.0,66.0,74.0,72.0
Celje,63.0,64.0,51.0,36.0,25.0,20.0,17.0,17.0,33.0,39.0,62.0,63.0
Trbovlje,50.0,53.0,47.0,50.0,40.0,42.0,39.0,35.0,46.0,52.0,53.0,81.0
Nova Gorica,65.0,57.0,35.0,34.0,26.0,26.0,22.0,25.0,32.0,43.0,68.0,81.0
Murska S.-Rakičan,22.0,32.0,13.0,11.0,13.0,11.0,10.0,11.0,13.0,16.0,22.0,22.0
Zavodnje,5.0,9.0,9.0,5.0,5.0,7.0,8.0,5.0,4.0,3.0,7.0,22.0
Škale,18.0,17.0,11.0,9.0,8.0,5.0,5.0,5.0,7.0,8.0,14.0,21.0
Kovk,16.0,10.0,14.0,14.0,13.0,12.0,13.0,16.0,8.0,19.0,13.0,31.0
Sv.Mohor,13.0,9.0,6.0,6.0,12.0,8.0,3.0,3.0,4.0,3.0,8.0,9.0
Vnajnarje,10.0,8.0,5.0,4.0,4.0,3.0,3.0,4.0,3.0,3.0,10.0,12.0
EIS Celje,,,,,,,,,,,,
