Postaja,Jan,Feb,Mar,Apr,Maj,Jun,Jul,Avg,Sep,Okt,Nov,Dec
Ljubljana Bežigrad,99,118,51,39,29,23,24,27,42,57,78,177
Ljubljana center,175,226,129,110,81,74,66,67,86,111,123,227
Maribor center,94,87,65,47,43,41,39,47,64,79,99,119
Celje,77,79,42,29,16,22,19,24,38,74,94,123
Trbovlje,45,52,31,33,26,20,19,22,37,48,58,86
Hrastnik,41,42,26,28,25,22,19,21,31,42,49,74
Nova Gorica,79,76,54,41,35,29,29,27,43,59,81,119
Koper,36,34,32,22,15,19,21,23,29,26,37,40
Vnajnarje,9,9,3,3,2,3,2,3,2,3,4,9
Zavodnje,9,7,6,7,3,4,5,4,4,8,9,12
Škale,14,16,11,5,6,8,7,2,7,7,11,14
Kovk,14,14,10,5,5,7,10,15,8,9,17,23
Dobovec,12,10,35,42,13,7,2,3,6,5,7,8
Sveti Mohor,6,4,4,3,3,4,3,4,4,5,7,4
