Postaja,Jan,Feb,Mar,Apr,Maj,Jun,Jul,Avg,Sep,Okt,Nov,Dec
Ljubljana Bežigrad,80,97,154,115,62,81,65,63,65,82,68,105
Maribor,107,107,103,98,96,99,78,72,93,87,92,120
Celje,84,96,122,98,85,79,74,70,85,81,88,97
Murska Sobota-Rakičan,55,58,80,56,60,36,32,34,42,70,53,54
Nova Gorica,68,72,100,81,67,61,59,55,64,52,51,41
Trbovlje,60,64,74,61,52,56,45,45,48,65,66,66
Zagorje,65,71,87,77,57,40,48,45,49,54,76,65
Koper,72,65,102,95,62,53,58,48,48,58,69,82
MB Vrbanski,83,83,59,60,46,31,29,31,37,55,64,76
Vnajnarje,48,56,44,22,17,19,32,19,27,47,32,60
Zavodnje,57,34,61,37,38,29,51,48,78,59,31,60
Škale,53,50,58,51,78,74,49,52,54,45,28,38
Kovk,38,67,28,31,34,34,42,59,42,49,50,50
Dobovec,86,67,66,68,53,54,46,27,36,16,23,13
Sv. Mohor,39,41,30,18,18,19,22,24,21,31,40,48
LJ Center,93,104,155,100,100,96,90,91,101,105,109,130
AMP Gaji,69,89,89,77,51,49,41,55,54,72,72,117
Zelena trava,47,40,28,26,26,55,90,58,47,53,41,56
