Postaja,Jan,Feb,Mar,Apr,Maj,Jun,Jul,Avg,Sep,Okt,Nov,Dec
LJ Bezigrad,132,57,41,29,28,24.0,28.0,26.0,39.0,53.0,72.0,165.0
Maribor,96,79,58,43,42,42.0,32.0,35.0,33.0,42.0,74.0,133.0
Celje,132,60,46,33,26,18.0,14.0,15.0,20.0,23.0,42.0,97.0
MS Rakičan,35,20,10,24,11,9.0,18.0,13.0,19.0,23.0,19.0,35.0
Nova Gorica,76,43,32,25,19,20.0,25.0,24.0,36.0,57.0,68.0,117.0
Trbovlje,66,37,31,26,24,21.0,19.0,21.0,28.0,39.0,48.0,83.0
Zagorje,95,60,52,42,37,32.0,27.0,27.0,34.0,45.0,57.0,87.0
Koper,45,30,20,16,11,13.0,11.0,23.0,20.0,20.0,19.0,28.0
LJ Center,111,73,64,48,55,36.0,36.0,38.0,58.0,68.0,85.0,225.0
Vnajnarje,13,5,9,8,7,6.0,5.0,8.0,11.0,13.0,12.0,22.0
Zavodnje,9,6,5,5,4,3.0,4.0,4.0,6.0,7.0,7.0,17.0
Škale,24,14,12,10,6,5.0,6.0,4.0,8.0,7.0,11.0,25.0
Kovk,15,10,10,7,7,5.0,4.0,3.0,5.0,8.0,10.0,5.0
Dobovec,4,2,2,2,1,1.0,1.0,0.0,1.0,1.0,2.0,0.0
Sv. Mohor,16,6,5,3,2,2.0,3.0,2.0,5.0,8.0,11.0,21.0
AMP Gaji,85,33,25,20,15,12.0,14.0,18.0,25.0,34.0,56.0,106.0
Zelena trava,37,15,15,10,10,,,,,,,
